legacy_url,disposition,target_url,redirect_code,reason,owner,priority,implementation_layer,url_class,source,has_organic_traffic,has_external_links
/how-to-load-client-side-javascript-and-css-in-sfra/$%7bstyle.src%7d/,retire,,,Crawler-discovered placeholder child path is not a valid alias route and has no organic traffic or external links; retire to 404.,migration-engineer,medium,none,page,crawl:depth:2,,
/how-to-set-up-slas-for-the-composable-storefront/,keep,/how-to-set-up-slas-for-the-composable-storefront/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:2|post-sitemap.xml|search-console:links|search-console:pages,1,1
/how-to-set-up-the-ecdn-for-staging-in-salesforce-b2c-commerce-cloud/,merge,/how-to-set-up-the-ecdn-in-sfcc-staging/,301,Legacy staging eCDN slug is already rewritten to the canonical SFCC staging article; merge to avoid a duplicate keep route.,migration-engineer,medium,pages-static,page,crawl:depth:2,,
/how-to-set-up-the-ecdn-in-sfcc-staging/,keep,/how-to-set-up-the-ecdn-in-sfcc-staging/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:2|post-sitemap.xml|search-console:links|search-console:pages,1,1
/how-to-setup-oauth-jwt-for-the-ocapi/,keep,/how-to-setup-oauth-jwt-for-the-ocapi/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:2|post-sitemap.xml|search-console:links|search-console:pages,1,1
/how-to-use-node-18-with-sfra/,keep,/how-to-use-node-18-with-sfra/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:2|post-sitemap.xml|search-console:links|search-console:pages,1,1
/how-to-use-ocapi-scapi-hooks/,keep,/how-to-use-ocapi-scapi-hooks/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:seed|post-sitemap.xml|search-console:links|search-console:pages|seed:manual,1,1
/how-to-use-ocapi-scapi-hooks/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:1,,
/ideas/,keep,/ideas/,,Class page defaults to keep with canonical path preserved.,seo-owner,high,none,page,crawl:depth:1|page-sitemap.xml|search-console:pages,1,
/ideas/page-designer-add-ability-to-copy-paste-components/,keep,/ideas/page-designer-add-ability-to-copy-paste-components/,,Class page defaults to keep with canonical path preserved.,seo-owner,high,none,page,crawl:depth:2|page-sitemap.xml|search-console:pages,1,
/ideas/page-designer-dynamic-pages-optional-subcategories/,keep,/ideas/page-designer-dynamic-pages-optional-subcategories/,,Class page defaults to keep with canonical path preserved.,seo-owner,high,none,page,crawl:depth:2|page-sitemap.xml|search-console:pages,1,
/image-ine-sfcc-dis-for-developers/,keep,/image-ine-sfcc-dis-for-developers/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:seed|post-sitemap.xml|search-console:pages|seed:manual,1,
/in-the-ring-ocapi-versus-scapi/,keep,/in-the-ring-ocapi-versus-scapi/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/inside-the-ohana/,keep,/inside-the-ohana/,,Class page defaults to keep with canonical path preserved.,seo-owner,high,none,page,crawl:depth:1|page-sitemap.xml|search-console:pages,1,
/is-salesforce-certification-worth-it/,keep,/is-salesforce-certification-worth-it/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/is-salesforce-certification-worth-it/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/it-sure-has-been-quiet-on-this-blog/,keep,/it-sure-has-been-quiet-on-this-blog/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/kickstart-guide-for-new-sfcc-developers/,keep,/kickstart-guide-for-new-sfcc-developers/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:seed|post-sitemap.xml|search-console:pages|seed:manual,1,
/lag-to-riches-a-pwa-kit-developers-guide/,keep,/lag-to-riches-a-pwa-kit-developers-guide/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/lets-go-live-customer-migration/,keep,/lets-go-live-customer-migration/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/lets-go-live-customer-migration/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/lets-go-live-ecdn/,keep,/lets-go-live-ecdn/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:1|post-sitemap.xml|search-console:links|search-console:pages,1,1
/lets-go-live-ecdn/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/lets-go-live-seo/,keep,/lets-go-live-seo/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/lets-go-live-seo/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/leveraging-generic-mappings-in-sfcc/,keep,/leveraging-generic-mappings-in-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/life-is-about-choices/,keep,/life-is-about-choices/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/life-with-goldie/,keep,/life-with-goldie/,,Class page defaults to keep with canonical path preserved.,seo-owner,high,none,page,crawl:depth:1|page-sitemap.xml|search-console:pages,1,
/local-vs-shared-variation-attributes-sfcc/,keep,/local-vs-shared-variation-attributes-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/mail-attachments-in-b2c-commerce-cloud/,keep,/mail-attachments-in-b2c-commerce-cloud/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:seed|post-sitemap.xml|search-console:links|search-console:pages|seed:manual,1,1
/mail-attachments-in-b2c-commerce-cloud/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:1,,
/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,keep,/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:1|post-sitemap.xml|search-console:links|search-console:pages,1,1
/mastering-sitemaps-in-sfcc/,keep,/mastering-sitemaps-in-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/me-myself-and-headless-a-composable-commerce-cloud-story/,keep,/me-myself-and-headless-a-composable-commerce-cloud-story/,,Class page defaults to keep with canonical path preserved.,seo-owner,high,none,page,crawl:depth:1|page-sitemap.xml|search-console:pages,1,
/me-myself-and-headless-a-composable-commerce-cloud-story/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/migrate-magento-passwords-using-argon2/,keep,/migrate-magento-passwords-using-argon2/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/navigating-dates-calendars-in-sfcc/,keep,/navigating-dates-calendars-in-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:2|post-sitemap.xml|search-console:links|search-console:pages,1,1
/new-apis-and-features-for-a-headless-sfcc/,keep,/new-apis-and-features-for-a-headless-sfcc/,,Class video defaults to keep with canonical path preserved.,seo-owner,high,none,video,crawl:depth:1|post-sitemap.xml|search-console:pages|video-sitemap.xml,1,
/non-technical-sfcc-certifications/,keep,/non-technical-sfcc-certifications/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/non-technical-sfcc-certifications/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/office-hours-for-salesforce-b2c-commerce-cloud/,keep,/office-hours-for-salesforce-b2c-commerce-cloud/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/office-hours-for-salesforce-b2c-commerce-cloud/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/offline/,keep,/offline/,,Class page defaults to keep with canonical path preserved.,migration-engineer,medium,none,page,page-sitemap.xml,,
/page/2/,retire,,,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,pagination,probe:system-route|search-console:pages,1,
/page/3/,retire,,,Class pagination defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,pagination,probe:system-route,,
/page/4/,retire,,,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,pagination,search-console:pages,1,
/pdf-and-salesforce-commerce-cloud-b2c/,keep,/pdf-and-salesforce-commerce-cloud-b2c/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/pdf-and-salesforce-commerce-cloud-b2c/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/podcasts-for-salesforce-b2c-commerce-cloud/,keep,/podcasts-for-salesforce-b2c-commerce-cloud/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/podcasts-for-salesforce-b2c-commerce-cloud/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/preparing-for-the-b2c-commerce-developer-certification/,keep,/preparing-for-the-b2c-commerce-developer-certification/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/preparing-for-the-b2c-commerce-developer-certification/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/privacy-policy/,keep,/privacy-policy/,,Class page defaults to keep with canonical path preserved.,seo-owner,high,none,page,crawl:seed|page-sitemap.xml|search-console:pages|seed:manual,1,
/privacy-policy/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:1,,
/real-time-inventory-checks-in-sfcc/,keep,/real-time-inventory-checks-in-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:seed|post-sitemap.xml|search-console:pages|seed:manual,1,
/reflecting-on-2-years-of-blogging/,keep,/reflecting-on-2-years-of-blogging/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-22-10/,keep,/salesforce-b2c-commerce-cloud-22-10/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-22-8/,keep,/salesforce-b2c-commerce-cloud-22-8/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-22-8/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/salesforce-b2c-commerce-cloud-22-9-release/,keep,/salesforce-b2c-commerce-cloud-22-9-release/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-23-1/,keep,/salesforce-b2c-commerce-cloud-23-1/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,keep,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-23-2/,keep,/salesforce-b2c-commerce-cloud-23-2/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-23-3-release/,keep,/salesforce-b2c-commerce-cloud-23-3-release/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:2|post-sitemap.xml|search-console:links|search-console:pages,1,1
/salesforce-b2c-commerce-cloud-catalog-erd/,keep,/salesforce-b2c-commerce-cloud-catalog-erd/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-content-erd/,keep,/salesforce-b2c-commerce-cloud-content-erd/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-content-erd/_wp_link_placeholder/,retire,,,Broken placeholder child path is not a valid alias route and has no organic traffic or external links; retire to 404.,migration-engineer,medium,none,page,crawl:depth:2,,
/salesforce-b2c-commerce-cloud-content-erd/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/salesforce-b2c-commerce-cloud-customer-erd/,keep,/salesforce-b2c-commerce-cloud-customer-erd/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-customer-erd/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/salesforce-b2c-commerce-cloud-documentation/,keep,/salesforce-b2c-commerce-cloud-documentation/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:seed|post-sitemap.xml|search-console:links|search-console:pages|seed:manual,1,1
/salesforce-b2c-commerce-cloud-documentation/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:1,,
/salesforce-b2c-commerce-cloud-erd/,keep,/salesforce-b2c-commerce-cloud-erd/,,Class page defaults to keep with canonical path preserved.,seo-owner,critical,none,page,crawl:depth:1|page-sitemap.xml|search-console:links|search-console:pages,1,1
/salesforce-b2c-commerce-cloud-governance-and-quotas/,keep,/salesforce-b2c-commerce-cloud-governance-and-quotas/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-governance-and-quotas/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/salesforce-b2c-commerce-cloud-november-2022-updates/,keep,/salesforce-b2c-commerce-cloud-november-2022-updates/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-october-updates/,keep,/salesforce-b2c-commerce-cloud-october-updates/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-october-updates/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/salesforce-b2c-commerce-cloud-the-22-7-release/,keep,/salesforce-b2c-commerce-cloud-the-22-7-release/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-cloud-the-22-7-release/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/salesforce-b2c-commerce-the-22-5-release/,keep,/salesforce-b2c-commerce-the-22-5-release/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-b2c-commerce-the-22-5-release/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/salesforce-b2c-commerce-the-22-6-release/,keep,/salesforce-b2c-commerce-the-22-6-release/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:1|post-sitemap.xml|search-console:links|search-console:pages,1,1
/salesforce-b2c-commerce-the-22-6-release/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/salesforce-commerce-cloud-products/,keep,/salesforce-commerce-cloud-products/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:2|post-sitemap.xml|search-console:links|search-console:pages,1,1
/salesforce-connections-2024-and-sfcc/,keep,/salesforce-connections-2024-and-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/salesforce-payments-experience-explained/,keep,/salesforce-payments-experience-explained/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/sample-page/,retire,,,WordPress default sample page is retired by policy.,migration-engineer,medium,none,page,page-sitemap.xml,,
/search/sfcc/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,probe:system-route,,
/secure-coding-in-salesforce-b2c-commerce-cloud/,keep,/secure-coding-in-salesforce-b2c-commerce-cloud/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/secure-coding-in-salesforce-b2c-commerce-cloud/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/sending-emails-from-sfcc/,keep,/sending-emails-from-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/server-side-performance-in-sfcc/,keep,/server-side-performance-in-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:seed|post-sitemap.xml|search-console:pages|seed:manual,1,
/server-side-performance-in-sfcc/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:1,,
/sfcc-24-1-release-a-new-year-update/,keep,/sfcc-24-1-release-a-new-year-update/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/sfcc-basket-order-erd/,keep,/sfcc-basket-order-erd/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/sfcc-basket-order-erd/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/sfcc-introduction/,keep,/sfcc-introduction/,,Class video defaults to keep with canonical path preserved.,seo-owner,high,none,video,crawl:depth:1|post-sitemap.xml|search-console:pages|video-sitemap.xml,1,
/sfcc-url-cracking-the-code/,keep,/sfcc-url-cracking-the-code/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/should-i-get-javascript-developer-i-certified/,keep,/should-i-get-javascript-developer-i-certified/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/should-i-get-javascript-developer-i-certified/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,keep,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/simplifying-the-salesforce-order-of-execution/,keep,/simplifying-the-salesforce-order-of-execution/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:1|post-sitemap.xml|search-console:links|search-console:pages,1,1
/sitegenesis-vs-sfra-vs-pwa/,keep,/sitegenesis-vs-sfra-vs-pwa/,,Class video defaults to keep with canonical path preserved.,seo-owner,critical,none,video,crawl:depth:1|post-sitemap.xml|search-console:links|search-console:pages|video-sitemap.xml,1,1
/sitegenesis-vs-sfra-vs-pwa/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:2,,
/slas-in-sfra-or-sitegenesis/,keep,/slas-in-sfra-or-sitegenesis/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:seed|post-sitemap.xml|search-console:links|search-console:pages|seed:manual,1,1
/slas-in-sfra-or-sitegenesis/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved.,migration-engineer,low,none,system,crawl:depth:1,,
/slicing-versus-variation-groups-in-sfcc/,keep,/slicing-versus-variation-groups-in-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:1|post-sitemap.xml|search-console:pages,1,
/storefront-protection-in-the-pwa-kit/,keep,/storefront-protection-in-the-pwa-kit/,,Class post defaults to keep with canonical path preserved.,seo-owner,critical,none,post,crawl:depth:1|post-sitemap.xml|search-console:links|search-console:pages,1,1
/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,keep,/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/submitting-a-file-to-a-third-party-service-in-sfcc/,keep,/submitting-a-file-to-a-third-party-service-in-sfcc/,,Class post defaults to keep with canonical path preserved.,seo-owner,high,none,post,crawl:depth:2|post-sitemap.xml|search-console:pages,1,
/swc-and-storybook-error-failed-to-load-native-binding/,keep,/swc-and-storybook-error-failed-to-load-native-binding/,,Class page defaults to keep with canonical path preserved.,seo-owner,high,none,page,crawl:depth:1|page-sitemap.xml|search-console:pages,1,
/tag/ai/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/apex/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/architect/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/business-manager/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/cloudflare/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/composable-storefront/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/composable-storefront/page/2/,retire,,,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,pagination,search-console:pages,1,
/tag/documentation/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/einstein/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/erd/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,crawl:depth:2|search-console:pages,1,
/tag/erd/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/file/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/headless/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/headless/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/headless/page/2/,retire,,,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,pagination,search-console:pages,1,
/tag/idea/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/jobs/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/jwt/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/mail/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/ocapi/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/oci/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/ohana/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/ohana/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/ohana/page/2/,retire,,,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,pagination,search-console:pages,1,
/tag/ohana/page/4/,retire,,,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,pagination,search-console:pages,1,
/tag/on-demand-sandbox/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/pagedesigner/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/pagedesigner/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/pdf/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/sandbox/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/scapi/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/scapi/feed/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/security/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/services/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/session/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
/tag/sfcc/,retire,,,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,seo-owner,high,none,system,search-console:pages,1,
