legacy_url,legacy_path,route_class,disposition,target_url,intent_class,owner,notes,implementation_layer,redirect_code,has_organic_traffic,has_external_links,source
/a-look-back-at-origin-shielding/,/a-look-back-at-origin-shielding/,post,keep,/a-look-back-at-origin-shielding/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:2|post-sitemap.xml|search-console:pages
/a-new-commerce-cloud-community-in-town/,/a-new-commerce-cloud-community-in-town/,post,keep,/a-new-commerce-cloud-community-in-town/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:2|post-sitemap.xml|search-console:pages
/a-new-day-for-commerce-recap/,/a-new-day-for-commerce-recap/,post,keep,/a-new-day-for-commerce-recap/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/a-survival-guide-to-sfcc-platform-limits/,/a-survival-guide-to-sfcc-platform-limits/,post,keep,/a-survival-guide-to-sfcc-platform-limits/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:seed|post-sitemap.xml|search-console:pages|seed:manual
/about/,/about/,page,keep,/about/,preserved-exact,migration-engineer,Class page defaults to keep with canonical path preserved.,none,,,,crawl:seed|page-sitemap.xml|seed:manual
/ai-as-an-architect-and-content-creator/,/ai-as-an-architect-and-content-creator/,post,keep,/ai-as-an-architect-and-content-creator/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/ai-automation-to-augmentation-at-work/,/ai-automation-to-augmentation-at-work/,post,keep,/ai-automation-to-augmentation-at-work/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/ai-einstein-in-salesforce-b2c-commerce-cloud/,/ai-einstein-in-salesforce-b2c-commerce-cloud/,post,keep,/ai-einstein-in-salesforce-b2c-commerce-cloud/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,1,crawl:depth:2|post-sitemap.xml|search-console:links|search-console:pages
/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,post,keep,/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/an-overview-of-sfcc-global-functions/,/an-overview-of-sfcc-global-functions/,post,keep,/an-overview-of-sfcc-global-functions/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:2|post-sitemap.xml|search-console:pages
/archive/,/archive/,page,keep,/archive/,preserved-exact,seo-owner,Class page defaults to keep with canonical path preserved.,none,,1,,crawl:seed|page-sitemap.xml|search-console:pages|seed:manual
/archive/2/,/archive/2/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/archive/3/,/archive/3/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/archive/4/,/archive/4/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/archive/5/,/archive/5/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/archive/6/,/archive/6/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/archive/7/,/archive/7/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/archive/8/,/archive/8/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/archives/,/archives/,page,retire,,retired-no-equivalent,migration-engineer,"Manual seed archive page has no source-backed content, organic traffic, or external links; retire to 404.",none,,,,crawl:seed|seed:manual
/author/admin/,/author/admin/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,probe:system-route
/author/thomas-theunen/,/author/thomas-theunen/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,probe:system-route
/author/thomas-theunen/feed/,/author/thomas-theunen/feed/,system,retire,,retired-no-equivalent,seo-owner,Class system defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,search-console:pages
/b2c-commerce-cloud-campaign-erd/,/b2c-commerce-cloud-campaign-erd/,post,keep,/b2c-commerce-cloud-campaign-erd/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:2|post-sitemap.xml|search-console:pages
/b2c-commerce-whats-new-in-22-4/,/b2c-commerce-whats-new-in-22-4/,post,keep,/b2c-commerce-whats-new-in-22-4/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/b2c-commerce-whats-new-in-22-4/feed/,/b2c-commerce-whats-new-in-22-4/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:2
/b2c-commerce-whats-new-in-the-22-3-release/,/b2c-commerce-whats-new-in-the-22-3-release/,post,keep,/b2c-commerce-whats-new-in-the-22-3-release/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/b2c-commerce-whats-new-in-the-22-3-release/feed/,/b2c-commerce-whats-new-in-the-22-3-release/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:2
/blog/,/blog/,page,retire,,retired-no-equivalent,migration-engineer,"Manual seed blog page has no source-backed content, organic traffic, or external links; retire to 404.",none,,,,crawl:seed|seed:manual
/caching-in-the-sfcc-composable-storefront/,/caching-in-the-sfcc-composable-storefront/,post,keep,/caching-in-the-sfcc-composable-storefront/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/caching-rest-apis-in-sfcc/,/caching-rest-apis-in-sfcc/,post,keep,/caching-rest-apis-in-sfcc/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/caching-rest-apis-in-sfcc/feed/,/caching-rest-apis-in-sfcc/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:2
/can-a-isslot-element-have-a-dynamic-id/,/can-a-isslot-element-have-a-dynamic-id/,page,keep,/can-a-isslot-element-have-a-dynamic-id/,preserved-exact,seo-owner,Class page defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|page-sitemap.xml|search-console:pages
/category-sitemap.xml,/category-sitemap.xml,system,retire,,retired-no-equivalent,seo-owner,Legacy WordPress category sitemap shard is retired because Hugo publishes the canonical sitemap inventory at /sitemap.xml for launch.,none,,,,url-discovery.sitemaps.summary.json
/category/ai/,/category/ai/,category,keep,/category/ai/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-045 AI category merge.,none,,1,,generated:rhi-045-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/architecture/,/category/architecture/,category,keep,/category/architecture/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-044 architecture category merge.,none,,1,,generated:rhi-044-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/certification/,/category/certification/,category,keep,/category/certification/,preserved-exact,seo-owner,Class category defaults to keep with canonical path preserved.,none,,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/certification/feed/,/category/certification/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/community/,/category/community/,category,keep,/category/community/,preserved-exact,migration-engineer,Class category defaults to keep with canonical path preserved.,none,,,,category-sitemap.xml|crawl:seed|seed:manual
/category/community/feed/,/category/community/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/community/page/2/,/category/community/page/2/,pagination,retire,,retired-no-equivalent,migration-engineer,Class pagination defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/corporate/,/category/corporate/,category,keep,/category/corporate/,preserved-exact,seo-owner,Class category defaults to keep with canonical path preserved.,none,,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/corporate/feed/,/category/corporate/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/erd/,/category/erd/,category,keep,/category/erd/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-045 ERD category merge.,none,,1,,generated:rhi-045-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/external/,/category/external/,category,keep,/category/external/,preserved-exact,seo-owner,Class category defaults to keep with canonical path preserved.,none,,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/external/feed/,/category/external/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/external/forward/,/category/external/forward/,category,merge,/category/external/,pending-review,seo-owner,Flatten low-signal nested external category route to the approved parent Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,,,category-sitemap.xml|crawl:seed|seed:manual
/category/external/forward/feed/,/category/external/forward/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/external/linkedin/,/category/external/linkedin/,category,merge,/category/linkedin/,pending-review,seo-owner,Flatten nested external LinkedIn category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/external/linkedin/feed/,/category/external/linkedin/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/external/salesforce-architects-blog/,/category/external/salesforce-architects-blog/,category,merge,/category/salesforce-architects-blog/,pending-review,seo-owner,Flatten nested external Salesforce Architects Blog category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/external/salesforce-architects-blog/feed/,/category/external/salesforce-architects-blog/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/external/salesforce-ben/,/category/external/salesforce-ben/,category,merge,/category/salesforce-ben/,pending-review,seo-owner,Flatten nested external Salesforce Ben category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/external/salesforce-ben/feed/,/category/external/salesforce-ben/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/go-live/,/category/go-live/,category,keep,/category/go-live/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-044 go-live category merge.,none,,1,,generated:rhi-044-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/linkedin/,/category/linkedin/,category,keep,/category/linkedin/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-045 LinkedIn category merge.,none,,1,,generated:rhi-045-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/podcasts/,/category/podcasts/,category,keep,/category/podcasts/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-045 video podcasts category merge.,none,,1,,generated:rhi-045-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/react/,/category/react/,category,keep,/category/react/,preserved-exact,seo-owner,Class category defaults to keep with canonical path preserved.,none,,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/react/feed/,/category/react/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/release-notes/,/category/release-notes/,category,keep,/category/release-notes/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-044 release-notes category merge.,none,,1,1,generated:rhi-044-taxonomy-flattening|category-sitemap.xml|search-console:links|search-console:pages
/category/salesforce-architects-blog/,/category/salesforce-architects-blog/,category,keep,/category/salesforce-architects-blog/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-045 Salesforce Architects Blog category merge.,none,,1,,generated:rhi-045-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/salesforce-ben/,/category/salesforce-ben/,category,keep,/category/salesforce-ben/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-045 Salesforce Ben category merge.,none,,1,,generated:rhi-045-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/salesforce-commerce-cloud/,/category/salesforce-commerce-cloud/,category,keep,/category/salesforce-commerce-cloud/,preserved-exact,seo-owner,Class category defaults to keep with canonical path preserved.,none,,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/salesforce-commerce-cloud/ai/,/category/salesforce-commerce-cloud/ai/,category,merge,/category/ai/,pending-review,seo-owner,Flatten nested AI category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/salesforce-commerce-cloud/ai/feed/,/category/salesforce-commerce-cloud/ai/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/architecture/,/category/salesforce-commerce-cloud/architecture/,category,merge,/category/architecture/,pending-review,seo-owner,Flatten nested high-value category route to the current Hugo term path per SEO owner approval in RHI-044. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/salesforce-commerce-cloud/architecture/feed/,/category/salesforce-commerce-cloud/architecture/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/documentation/,/category/salesforce-commerce-cloud/documentation/,category,merge,/category/salesforce-commerce-cloud/,pending-review,seo-owner,Flatten nested documentation category route to the approved broader Hugo category target per SEO owner approval in RHI-044. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/salesforce-commerce-cloud/documentation/feed/,/category/salesforce-commerce-cloud/documentation/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/erd/,/category/salesforce-commerce-cloud/erd/,category,merge,/category/erd/,pending-review,seo-owner,Flatten nested ERD category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/salesforce-commerce-cloud/erd/feed/,/category/salesforce-commerce-cloud/erd/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/feed/,/category/salesforce-commerce-cloud/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/go-live/,/category/salesforce-commerce-cloud/go-live/,category,merge,/category/go-live/,pending-review,seo-owner,Flatten nested high-value category route to the current Hugo term path per SEO owner approval in RHI-044. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/salesforce-commerce-cloud/go-live/feed/,/category/salesforce-commerce-cloud/go-live/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/page/10/,/category/salesforce-commerce-cloud/page/10/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/11/,/category/salesforce-commerce-cloud/page/11/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/12/,/category/salesforce-commerce-cloud/page/12/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/13/,/category/salesforce-commerce-cloud/page/13/,pagination,retire,,retired-no-equivalent,migration-engineer,Class pagination defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/page/2/,/category/salesforce-commerce-cloud/page/2/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/3/,/category/salesforce-commerce-cloud/page/3/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/4/,/category/salesforce-commerce-cloud/page/4/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/5/,/category/salesforce-commerce-cloud/page/5/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/6/,/category/salesforce-commerce-cloud/page/6/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/7/,/category/salesforce-commerce-cloud/page/7/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/8/,/category/salesforce-commerce-cloud/page/8/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/page/9/,/category/salesforce-commerce-cloud/page/9/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/release-notes/,/category/salesforce-commerce-cloud/release-notes/,category,merge,/category/release-notes/,pending-review,seo-owner,Flatten nested high-value category route to the current Hugo term path per SEO owner approval in RHI-044. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,1,category-sitemap.xml|crawl:seed|search-console:links|search-console:pages|seed:manual
/category/salesforce-commerce-cloud/release-notes/feed/,/category/salesforce-commerce-cloud/release-notes/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/release-notes/page/2/,/category/salesforce-commerce-cloud/release-notes/page/2/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/release-notes/page/3/,/category/salesforce-commerce-cloud/release-notes/page/3/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/technical/,/category/salesforce-commerce-cloud/technical/,category,merge,/category/technical/,pending-review,seo-owner,Flatten nested technical category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/salesforce-commerce-cloud/technical/feed/,/category/salesforce-commerce-cloud/technical/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/salesforce-commerce-cloud/technical/page/2/,/category/salesforce-commerce-cloud/technical/page/2/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/technical/page/3/,/category/salesforce-commerce-cloud/technical/page/3/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/technical/page/4/,/category/salesforce-commerce-cloud/technical/page/4/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/technical/page/5/,/category/salesforce-commerce-cloud/technical/page/5/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/technical/page/6/,/category/salesforce-commerce-cloud/technical/page/6/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-commerce-cloud/technical/page/7/,/category/salesforce-commerce-cloud/technical/page/7/,pagination,retire,,retired-no-equivalent,seo-owner,Class pagination defaults to retire with 404 behavior unless explicit override is approved. SEO owner approval required.,none,,1,,crawl:depth:1|search-console:pages
/category/salesforce-platform/,/category/salesforce-platform/,category,keep,/category/salesforce-platform/,preserved-exact,migration-engineer,Class category defaults to keep with canonical path preserved.,none,,,,category-sitemap.xml|crawl:seed|seed:manual
/category/salesforce-platform/feed/,/category/salesforce-platform/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/sessions/,/category/sessions/,category,keep,/category/sessions/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-045 video sessions category merge.,none,,1,,generated:rhi-045-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/technical/,/category/technical/,category,keep,/category/technical/,preserved-exact,seo-owner,Flat taxonomy target retained as the canonical Hugo term path for the approved RHI-045 technical category merge.,none,,1,,generated:rhi-045-taxonomy-flattening|category-sitemap.xml|search-console:pages
/category/uncategorized/,/category/uncategorized/,category,keep,/category/uncategorized/,preserved-exact,migration-engineer,Class category defaults to keep with canonical path preserved.,none,,,,category-sitemap.xml|crawl:seed|seed:manual
/category/uncategorized/feed/,/category/uncategorized/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/video/,/category/video/,category,keep,/category/video/,preserved-exact,seo-owner,Class category defaults to keep with canonical path preserved.,none,,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/video/feed/,/category/video/feed/,system,retire,,retired-no-equivalent,migration-engineer,Retired because redirect target could not be resolved to a final keep URL without chaining.,none,,,,crawl:depth:1
/category/video/podcasts/,/category/video/podcasts/,category,merge,/category/podcasts/,pending-review,seo-owner,Flatten nested video podcasts category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/video/podcasts/feed/,/category/video/podcasts/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/category/video/sessions/,/category/video/sessions/,category,merge,/category/sessions/,pending-review,seo-owner,Flatten nested video sessions category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism.,pages-static,301,1,,category-sitemap.xml|crawl:seed|search-console:pages|seed:manual
/category/video/sessions/feed/,/category/video/sessions/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:1
/cdn-cgi/l/email-protection/,/cdn-cgi/l/email-protection/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:2
/certifications-for-salesforce-b2c-commerce-cloud/,/certifications-for-salesforce-b2c-commerce-cloud/,post,keep,/certifications-for-salesforce-b2c-commerce-cloud/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
/certifications-for-salesforce-b2c-commerce-cloud/feed/,/certifications-for-salesforce-b2c-commerce-cloud/feed/,system,retire,,retired-no-equivalent,migration-engineer,Class system defaults to retire with 404 behavior unless explicit override is approved.,none,,,,crawl:depth:2
/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,post,keep,/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,preserved-exact,seo-owner,Class post defaults to keep with canonical path preserved.,none,,1,,crawl:depth:1|post-sitemap.xml|search-console:pages
