route,file_path,template_family,indexable,status,blocking_failures,warnings,title,description,canonical,expected_canonical,robots,og_title,og_description,og_type,og_url,og_image,meta_refresh
/custom-ttf-fonts-in-pdf-for-sfcc/,public/custom-ttf-fonts-in-pdf-for-sfcc/index.html,post,yes,pass,,,Custom TTF fonts in PDF for Salesforce B2C Commerce Cloud | Rhino Inquisitor,Learn how to use custom TTF fonts in Salesforce B2C Commerce Cloud PDF generation so branded documents render correctly in production.,https://www.rhino-inquisitor.com/custom-ttf-fonts-in-pdf-for-sfcc/,https://www.rhino-inquisitor.com/custom-ttf-fonts-in-pdf-for-sfcc/,"index, follow",Custom TTF fonts in PDF for Salesforce B2C Commerce Cloud | Rhino Inquisitor,Learn how to use custom TTF fonts in Salesforce B2C Commerce Cloud PDF generation so branded documents render correctly in production.,article,https://www.rhino-inquisitor.com/custom-ttf-fonts-in-pdf-for-sfcc/,https://www.rhino-inquisitor.com/media/2023/fonts-c94beaf8e0_hu_1163602d86cd144b.webp,no
/digging-into-the-b2c-commerce-cloud-24-3-release/,public/digging-into-the-b2c-commerce-cloud-24-3-release/index.html,post,yes,pass,,,Digging into the B2C Commerce Cloud 24.3 release | Rhino Inquisitor,"As snowy days slowly turn into sunny ones, the 24.3 release of SFCC has arrived! Let us have a look at the March release of 2024.",https://www.rhino-inquisitor.com/digging-into-the-b2c-commerce-cloud-24-3-release/,https://www.rhino-inquisitor.com/digging-into-the-b2c-commerce-cloud-24-3-release/,"index, follow",Digging into the B2C Commerce Cloud 24.3 release | Rhino Inquisitor,"As snowy days slowly turn into sunny ones, the 24.3 release of SFCC has arrived! Let us have a look at the March release of 2024.",article,https://www.rhino-inquisitor.com/digging-into-the-b2c-commerce-cloud-24-3-release/,https://www.rhino-inquisitor.com/media/2024/a-shopping-cart-overfilled-with-products-2342f0919f_hu_535464b6e5ffe44.webp,no
/everything-new-in-sfcc-23-4/,public/everything-new-in-sfcc-23-4/index.html,post,yes,pass,,,Everything new in Salesforce B2C Commerce Cloud 23.4 | Rhino Inquisitor,Catch up on the Salesforce B2C Commerce Cloud 23.4 release and the platform changes that matter most for developers this month.,https://www.rhino-inquisitor.com/everything-new-in-sfcc-23-4/,https://www.rhino-inquisitor.com/everything-new-in-sfcc-23-4/,"index, follow",Everything new in Salesforce B2C Commerce Cloud 23.4 | Rhino Inquisitor,Catch up on the Salesforce B2C Commerce Cloud 23.4 release and the platform changes that matter most for developers this month.,article,https://www.rhino-inquisitor.com/everything-new-in-sfcc-23-4/,https://www.rhino-inquisitor.com/media/2023/vintage-style-photography-a-3d-bar-chart-showing-the-progress-of-a-project-against-it-00e672b142_hu_101ad66770e7fb54.webp,no
/delta-exports-in-salesforce-b2c-commerce-cloud/,public/delta-exports-in-salesforce-b2c-commerce-cloud/index.html,post,yes,pass,,,Delta exports in Salesforce B2C Commerce Cloud | Rhino Inquisitor,Salesforce B2C Commerce Cloud supports delta export jobs. But how do I enable this feature and what do I need to watch out for?,https://www.rhino-inquisitor.com/delta-exports-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/delta-exports-in-salesforce-b2c-commerce-cloud/,"index, follow",Delta exports in Salesforce B2C Commerce Cloud | Rhino Inquisitor,Salesforce B2C Commerce Cloud supports delta export jobs. But how do I enable this feature and what do I need to watch out for?,article,https://www.rhino-inquisitor.com/delta-exports-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/media/2022/sharinglargefiles-c0cb3315f4_hu_1b8ea074171522b9.webp,no
/events-and-the-golden-hoodie/,public/events-and-the-golden-hoodie/index.html,post,yes,pass,,,Events and the Golden Hoodie | Rhino Inquisitor,June 2022 is a month I will remember for a long time to come. It is a story of Salesforce events and getting a Golden Hoodie!,https://www.rhino-inquisitor.com/events-and-the-golden-hoodie/,https://www.rhino-inquisitor.com/events-and-the-golden-hoodie/,"index, follow",Events and the Golden Hoodie | Rhino Inquisitor,June 2022 is a month I will remember for a long time to come. It is a story of Salesforce events and getting a Golden Hoodie!,article,https://www.rhino-inquisitor.com/events-and-the-golden-hoodie/,https://www.rhino-inquisitor.com/media/2022/golden-hoodies-baefc3d7e9_hu_a9bc598d580828f4.webp,no
/feed/,public/feed/index.html,page,no,pass,,,Rhino Inquisitor Feed Redirect,,,,"noindex, nofollow",,,,,,yes
/field-guide-to-custom-caches-in-sfcc/,public/field-guide-to-custom-caches-in-sfcc/index.html,post,yes,pass,,,Field Guide to Custom Caches: Wielding a Double-Edged Sword | Rhino Inquisitor,"Learn when Custom Caches help in SFCC, where they create risk, and how to use them safely without hurting performance or maintainability.",https://www.rhino-inquisitor.com/field-guide-to-custom-caches-in-sfcc/,https://www.rhino-inquisitor.com/field-guide-to-custom-caches-in-sfcc/,"index, follow",Field Guide to Custom Caches: Wielding a Double-Edged Sword | Rhino Inquisitor,"Learn when Custom Caches help in SFCC, where they create risk, and how to use them safely without hurting performance or maintainability.",article,https://www.rhino-inquisitor.com/field-guide-to-custom-caches-in-sfcc/,https://www.rhino-inquisitor.com/media/2025/custom-caches-in-sfcc-scaled-c245e83c7a_hu_5edfebe0ecd27964.webp,no
/fetching-data-in-a-locale-with-sfcc/,public/fetching-data-in-a-locale-with-sfcc/index.html,post,yes,pass,,,Fetch Data in Another Locale with SFCC | Rhino Inquisitor,"In some use cases, you have to fetch data in a different language than the locale you are currently in. But how do you do that?",https://www.rhino-inquisitor.com/fetching-data-in-a-locale-with-sfcc/,https://www.rhino-inquisitor.com/fetching-data-in-a-locale-with-sfcc/,"index, follow",Fetch Data in Another Locale with SFCC | Rhino Inquisitor,"In some use cases, you have to fetch data in a different language than the locale you are currently in. But how do you do that?",article,https://www.rhino-inquisitor.com/fetching-data-in-a-locale-with-sfcc/,https://www.rhino-inquisitor.com/media/2023/country-flags-427934b006_hu_9116d7e015084ac2.webp,no
/getting-to-know-the-sfcc-24-4-release/,public/getting-to-know-the-sfcc-24-4-release/index.html,post,yes,pass,,,Getting to know the SFCC 24.4 Release | Rhino Inquisitor,"It's that time of the year again! The April 2024 (24.4) release of Salesforce B2C Commerce Cloud is finally here, just in time for the spring season.",https://www.rhino-inquisitor.com/getting-to-know-the-sfcc-24-4-release/,https://www.rhino-inquisitor.com/getting-to-know-the-sfcc-24-4-release/,"index, follow",Getting to know the SFCC 24.4 Release | Rhino Inquisitor,"It's that time of the year again! The April 2024 (24.4) release of Salesforce B2C Commerce Cloud is finally here, just in time for the spring season.",article,https://www.rhino-inquisitor.com/getting-to-know-the-sfcc-24-4-release/,https://www.rhino-inquisitor.com/media/2024/a-group-of-paintings-walking-on-a-road-d1415ca232_hu_d23d57b90f56e475.webp,no
/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,public/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/index.html,post,yes,pass,,,What's New in the SFCC 24.5 Security Release | Rhino Inquisitor,"Again, it is time for the monthly Salesforce B2C Commerce Cloud release! This time, we look at the May 2024 (24.5) release!",https://www.rhino-inquisitor.com/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,https://www.rhino-inquisitor.com/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,"index, follow",What's New in the SFCC 24.5 Security Release | Rhino Inquisitor,"Again, it is time for the monthly Salesforce B2C Commerce Cloud release! This time, we look at the May 2024 (24.5) release!",article,https://www.rhino-inquisitor.com/getting-secured-with-the-24-5-salesforce-b2c-commerce-cloud-release/,https://www.rhino-inquisitor.com/media/2024/robots-behind-bars-e1714735507313-e727779a98_hu_15007e5b7c535dc1.webp,no
/get-connected-at-salesforce-connections-2022/,public/get-connected-at-salesforce-connections-2022/index.html,post,yes,pass,,,Get connected at Salesforce Connections 2022 | Rhino Inquisitor,"Preview Salesforce Connections 2022 with a commerce-focused view of the event, key themes, and what attendees should watch for.",https://www.rhino-inquisitor.com/get-connected-at-salesforce-connections-2022/,https://www.rhino-inquisitor.com/get-connected-at-salesforce-connections-2022/,"index, follow",Get connected at Salesforce Connections 2022 | Rhino Inquisitor,"Preview Salesforce Connections 2022 with a commerce-focused view of the event, key themes, and what attendees should watch for.",article,https://www.rhino-inquisitor.com/get-connected-at-salesforce-connections-2022/,https://www.rhino-inquisitor.com/media/2022/connections-2022-705603e7cd_hu_1e97abf58114489.webp,no
/getting-to-know-sfra-as-a-developer/,public/getting-to-know-sfra-as-a-developer/index.html,post,yes,pass,,,Getting to know SFRA as a developer | Rhino Inquisitor,SFRA in Salesforce B2C Commerce can be quite daunting. This blog post will guide you through all of the content of Commerce Cloud SFRA!,https://www.rhino-inquisitor.com/getting-to-know-sfra-as-a-developer/,https://www.rhino-inquisitor.com/getting-to-know-sfra-as-a-developer/,"index, follow",Getting to know SFRA as a developer | Rhino Inquisitor,SFRA in Salesforce B2C Commerce can be quite daunting. This blog post will guide you through all of the content of Commerce Cloud SFRA!,article,https://www.rhino-inquisitor.com/getting-to-know-sfra-as-a-developer/,https://www.rhino-inquisitor.com/media/2022/sfra-670d466bd1_hu_b6ddc62f4678e354.webp,no
/guide-to-the-getprops-method-in-sfcc/,public/guide-to-the-getprops-method-in-sfcc/index.html,post,yes,pass,,,Using getProps in PWA Kit | Rhino Inquisitor,"Learn how the getProps method works in PWA Kit, what data it exposes, and when it helps with faster, cleaner storefront code.",https://www.rhino-inquisitor.com/guide-to-the-getprops-method-in-sfcc/,https://www.rhino-inquisitor.com/guide-to-the-getprops-method-in-sfcc/,"index, follow",Using getProps in PWA Kit | Rhino Inquisitor,"Learn how the getProps method works in PWA Kit, what data it exposes, and when it helps with faster, cleaner storefront code.",article,https://www.rhino-inquisitor.com/guide-to-the-getprops-method-in-sfcc/,https://www.rhino-inquisitor.com/media/2023/traffic-warden-directing-traffic-ae24078be0_hu_7ef98acdad2064b4.webp,no
/helpful-salesforce-b2c-commerce-cloud-cli-tools/,public/helpful-salesforce-b2c-commerce-cloud-cli-tools/index.html,post,yes,pass,,,Helpful Salesforce B2C Commerce Cloud CLI tools | Rhino Inquisitor,In this articles we will be looking at some helpfull CLI tools to make our lives in Salesforce B2C Commerce a little bit easier.,https://www.rhino-inquisitor.com/helpful-salesforce-b2c-commerce-cloud-cli-tools/,https://www.rhino-inquisitor.com/helpful-salesforce-b2c-commerce-cloud-cli-tools/,"index, follow",Helpful Salesforce B2C Commerce Cloud CLI tools | Rhino Inquisitor,In this articles we will be looking at some helpfull CLI tools to make our lives in Salesforce B2C Commerce a little bit easier.,article,https://www.rhino-inquisitor.com/helpful-salesforce-b2c-commerce-cloud-cli-tools/,https://www.rhino-inquisitor.com/media/2022/5517c6d9-6282-4468-a840-0af54ac19068-9222fff64d_hu_b1eaa72b605954b8.webp,no
/helpful-salesforce-b2c-commerce-cloud-cartridges/,public/helpful-salesforce-b2c-commerce-cloud-cartridges/index.html,post,yes,pass,,,Helpful Salesforce B2C Commerce Cloud Cartridges | Rhino Inquisitor,There are quite a bit of third-party cartridges available for Salesforce B2C Commerce Cloud. Let us look in detail at a few of these!,https://www.rhino-inquisitor.com/helpful-salesforce-b2c-commerce-cloud-cartridges/,https://www.rhino-inquisitor.com/helpful-salesforce-b2c-commerce-cloud-cartridges/,"index, follow",Helpful Salesforce B2C Commerce Cloud Cartridges | Rhino Inquisitor,There are quite a bit of third-party cartridges available for Salesforce B2C Commerce Cloud. Let us look in detail at a few of these!,article,https://www.rhino-inquisitor.com/helpful-salesforce-b2c-commerce-cloud-cartridges/,https://www.rhino-inquisitor.com/media/2022/modules-008e311b6f_hu_bc5b12243b7804a4.webp,no
/headless/,public/headless/index.html,page,yes,pass,,,Headless | Rhino Inquisitor,"https://www.youtube.com/watch?v=BTS6OqwMiK4 If your organization is looking for a way to improve its online presence and connect with more customers,",https://www.rhino-inquisitor.com/headless/,https://www.rhino-inquisitor.com/headless/,"index, follow",Headless | Rhino Inquisitor,"https://www.youtube.com/watch?v=BTS6OqwMiK4 If your organization is looking for a way to improve its online presence and connect with more customers,",website,https://www.rhino-inquisitor.com/headless/,https://www.rhino-inquisitor.com/media/2022/headless-b54918a1ae_hu_5566e544fd276d2a.webp,no
/how-to-filter-jsdoc-in-storybook-autodocs/,public/how-to-filter-jsdoc-in-storybook-autodocs/index.html,post,yes,pass,,,How to filter JSDoc in Storybook Autodocs | Rhino Inquisitor,"Over the past few months, I have grown to love Storybook as it gives me all the tools necessary to expose my components for testing and documentation.",https://www.rhino-inquisitor.com/how-to-filter-jsdoc-in-storybook-autodocs/,https://www.rhino-inquisitor.com/how-to-filter-jsdoc-in-storybook-autodocs/,"index, follow",How to filter JSDoc in Storybook Autodocs | Rhino Inquisitor,"Over the past few months, I have grown to love Storybook as it gives me all the tools necessary to expose my components for testing and documentation.",article,https://www.rhino-inquisitor.com/how-to-filter-jsdoc-in-storybook-autodocs/,https://www.rhino-inquisitor.com/media/2023/frustrated-developer-illustration-a7d8092bbb_hu_c0f94f32a62c861c.webp,no
/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,public/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/index.html,post,yes,pass,,,Change Code Compatibility Mode in SFCC | Rhino Inquisitor,"Understand how to change code compatibility mode in SFCC, when a rollback matters, and what to check before switching versions.",https://www.rhino-inquisitor.com/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,"index, follow",Change Code Compatibility Mode in SFCC | Rhino Inquisitor,"Understand how to change code compatibility mode in SFCC, when a rollback matters, and what to check before switching versions.",article,https://www.rhino-inquisitor.com/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/media/2022/sfcc-compatibility-mode-46f9d84af8_hu_fea32bd5535ffa2d.webp,no
/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,public/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/index.html,post,yes,pass,,,How to get a Salesforce B2C Commerce Cloud Sandbox | Rhino Inquisitor,Getting access to a sandbox in Salesforce B2C Commerce Cloud is not as easy as it is for the core platform. Find out here how to get it done!,https://www.rhino-inquisitor.com/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,https://www.rhino-inquisitor.com/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,"index, follow",How to get a Salesforce B2C Commerce Cloud Sandbox | Rhino Inquisitor,Getting access to a sandbox in Salesforce B2C Commerce Cloud is not as easy as it is for the core platform. Find out here how to get it done!,article,https://www.rhino-inquisitor.com/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,https://www.rhino-inquisitor.com/media/2022/sandbox-84618f4042_hu_a6bc2d5005cb0482.webp,no
/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/,public/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/index.html,post,yes,pass,,,How to extend Active Data in Salesforce B2C Commerce Cloud | Rhino Inquisitor,"Learn what Active Data can track in Salesforce B2C Commerce Cloud, where the platform stops, and how far you can extend it safely.",https://www.rhino-inquisitor.com/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/,"index, follow",How to extend Active Data in Salesforce B2C Commerce Cloud | Rhino Inquisitor,"Learn what Active Data can track in Salesforce B2C Commerce Cloud, where the platform stops, and how far you can extend it safely.",article,https://www.rhino-inquisitor.com/how-to-extend-active-data-in-salesforce-b2c-commerce-cloud/,https://www.rhino-inquisitor.com/media/2023/b2c-active-merchandising-slide-1-9a027d6449_hu_8ea29d41113800b3.webp,no
/how-to-get-salesforce-certification-vouchers/,public/how-to-get-salesforce-certification-vouchers/index.html,post,yes,pass,,,How to get Salesforce certification vouchers | Rhino Inquisitor,Getting certified with Salesforce is one of the people's many goals within the ecosystem. But they come at a price! Where can I score a deal?,https://www.rhino-inquisitor.com/how-to-get-salesforce-certification-vouchers/,https://www.rhino-inquisitor.com/how-to-get-salesforce-certification-vouchers/,"index, follow",How to get Salesforce certification vouchers | Rhino Inquisitor,Getting certified with Salesforce is one of the people's many goals within the ecosystem. But they come at a price! Where can I score a deal?,article,https://www.rhino-inquisitor.com/how-to-get-salesforce-certification-vouchers/,https://www.rhino-inquisitor.com/media/2022/trailhead-academy-765c17a690_hu_6e56c90470642944.webp,no
/how-to-load-client-side-javascript-and-css-in-sfra/,public/how-to-load-client-side-javascript-and-css-in-sfra/index.html,post,yes,pass,,,How to load client-side JavaScript and CSS in SFRA | Rhino Inquisitor,Client-side JavaScript is quite necessary these days to create functionalities and have a good user experience. But how do you load it in SFRA?,https://www.rhino-inquisitor.com/how-to-load-client-side-javascript-and-css-in-sfra/,https://www.rhino-inquisitor.com/how-to-load-client-side-javascript-and-css-in-sfra/,"index, follow",How to load client-side JavaScript and CSS in SFRA | Rhino Inquisitor,Client-side JavaScript is quite necessary these days to create functionalities and have a good user experience. But how do you load it in SFRA?,article,https://www.rhino-inquisitor.com/how-to-load-client-side-javascript-and-css-in-sfra/,https://www.rhino-inquisitor.com/media/2023/client-side-js-e2475a2ea2_hu_c59e62f137b52180.webp,no
/how-to-set-up-the-ecdn-in-sfcc-staging/,public/how-to-set-up-the-ecdn-in-sfcc-staging/index.html,post,yes,pass,,,Set Up the eCDN for SFCC Staging | Rhino Inquisitor,New APIs have been made available to manage certificates on the staging eCDN ourselves. But how does it work? What do I need to keep in mind?,https://www.rhino-inquisitor.com/how-to-set-up-the-ecdn-in-sfcc-staging/,https://www.rhino-inquisitor.com/how-to-set-up-the-ecdn-in-sfcc-staging/,"index, follow",Set Up the eCDN for SFCC Staging | Rhino Inquisitor,New APIs have been made available to manage certificates on the staging eCDN ourselves. But how does it work? What do I need to keep in mind?,article,https://www.rhino-inquisitor.com/how-to-set-up-the-ecdn-in-sfcc-staging/,https://www.rhino-inquisitor.com/media/2022/ssl-certificate-tw-8422f4751c_hu_62330dc760bd3c4e.webp,no
/how-to-set-up-slas-for-the-composable-storefront/,public/how-to-set-up-slas-for-the-composable-storefront/index.html,post,yes,pass,,,How to set up SLAS for the Composable Storefront | Rhino Inquisitor,Setting up SLAS for the first time can be quite a headache. Or maybe not? Is there an easy way to set up SLAS for the PWA Kit?,https://www.rhino-inquisitor.com/how-to-set-up-slas-for-the-composable-storefront/,https://www.rhino-inquisitor.com/how-to-set-up-slas-for-the-composable-storefront/,"index, follow",How to set up SLAS for the Composable Storefront | Rhino Inquisitor,Setting up SLAS for the first time can be quite a headache. Or maybe not? Is there an easy way to set up SLAS for the PWA Kit?,article,https://www.rhino-inquisitor.com/how-to-set-up-slas-for-the-composable-storefront/,https://www.rhino-inquisitor.com/media/2023/slas-public-client-registered-user-b2c-a930192dd5_hu_e59944e262a499e8.webp,no
/how-to-set-up-the-ecdn-for-staging-in-salesforce-b2c-commerce-cloud/,public/how-to-set-up-the-ecdn-for-staging-in-salesforce-b2c-commerce-cloud/index.html,page,no,pass,,,https://www.rhino-inquisitor.com/how-to-set-up-the-ecdn-in-sfcc-staging/,,https://www.rhino-inquisitor.com/how-to-set-up-the-ecdn-in-sfcc-staging/,,,,,,,,yes
/how-to-setup-oauth-jwt-for-the-ocapi/,public/how-to-setup-oauth-jwt-for-the-ocapi/index.html,post,yes,pass,,,How to setup OAuth JWT for the OCAPI | Rhino Inquisitor,Setting up JWT with the OCAPI has not been the easiest thing to do. The documentation makes you make assumptions with vague instructions.,https://www.rhino-inquisitor.com/how-to-setup-oauth-jwt-for-the-ocapi/,https://www.rhino-inquisitor.com/how-to-setup-oauth-jwt-for-the-ocapi/,"index, follow",How to setup OAuth JWT for the OCAPI | Rhino Inquisitor,Setting up JWT with the OCAPI has not been the easiest thing to do. The documentation makes you make assumptions with vague instructions.,article,https://www.rhino-inquisitor.com/how-to-setup-oauth-jwt-for-the-ocapi/,https://www.rhino-inquisitor.com/media/2022/jwt-517bf34cae_hu_124d2446cba9412e.webp,no
/how-to-use-node-18-with-sfra/,public/how-to-use-node-18-with-sfra/index.html,post,yes,pass,,,Using Node 18 with SFRA | Rhino Inquisitor,"Learn how to run Node 18 with SFRA, which compatibility checks matter, and where to watch for tooling or build issues during the upgrade.",https://www.rhino-inquisitor.com/how-to-use-node-18-with-sfra/,https://www.rhino-inquisitor.com/how-to-use-node-18-with-sfra/,"index, follow",Using Node 18 with SFRA | Rhino Inquisitor,"Learn how to run Node 18 with SFRA, which compatibility checks matter, and where to watch for tooling or build issues during the upgrade.",article,https://www.rhino-inquisitor.com/how-to-use-node-18-with-sfra/,https://www.rhino-inquisitor.com/media/2023/upgrading-f08d3d8bdc_hu_f52ed433141d16ff.webp,no
/image-ine-sfcc-dis-for-developers/,public/image-ine-sfcc-dis-for-developers/index.html,post,yes,pass,,,Image-ine: Salesforce B2C Commerce Cloud DIS for Developers | Rhino Inquisitor,"in the wild, wild west of e-commerce, images aren't just pretty pictures. Read the full article on Rhino Inquisitor for implementation details.",https://www.rhino-inquisitor.com/image-ine-sfcc-dis-for-developers/,https://www.rhino-inquisitor.com/image-ine-sfcc-dis-for-developers/,"index, follow",Image-ine: Salesforce B2C Commerce Cloud DIS for Developers | Rhino Inquisitor,"in the wild, wild west of e-commerce, images aren't just pretty pictures. Read the full article on Rhino Inquisitor for implementation details.",article,https://www.rhino-inquisitor.com/image-ine-sfcc-dis-for-developers/,https://www.rhino-inquisitor.com/media/2025/salesforce-b2c-commerce-cloud-dis-scaled-e55eb2de2c_hu_4a01acb6ffddf9b5.webp,no
/how-to-use-ocapi-scapi-hooks/,public/how-to-use-ocapi-scapi-hooks/index.html,post,yes,pass,,,Using OCAPI and SCAPI Hooks in SFCC | Rhino Inquisitor,Hooks are becoming more and more prominent because of the PWA Kit and the API first methodology. But how do you implement them?,https://www.rhino-inquisitor.com/how-to-use-ocapi-scapi-hooks/,https://www.rhino-inquisitor.com/how-to-use-ocapi-scapi-hooks/,"index, follow",Using OCAPI and SCAPI Hooks in SFCC | Rhino Inquisitor,Hooks are becoming more and more prominent because of the PWA Kit and the API first methodology. But how do you implement them?,article,https://www.rhino-inquisitor.com/how-to-use-ocapi-scapi-hooks/,https://www.rhino-inquisitor.com/media/2022/26df11a8-62ec-44cd-bf3b-6ff9ab46bee8-5598d60cbd_hu_cc9605b80220d245.webp,no
/ideas/,public/ideas/index.html,page,yes,pass,,,Ideas | Rhino Inquisitor,The IdeaExchange was brought into life by Salesforce to allow partners and clients to give input on want and need. Here are some of mine!,https://www.rhino-inquisitor.com/ideas/,https://www.rhino-inquisitor.com/ideas/,"index, follow",Ideas | Rhino Inquisitor,The IdeaExchange was brought into life by Salesforce to allow partners and clients to give input on want and need. Here are some of mine!,website,https://www.rhino-inquisitor.com/ideas/,https://www.rhino-inquisitor.com/images/social-default.svg,no
/in-the-ring-ocapi-versus-scapi/,public/in-the-ring-ocapi-versus-scapi/index.html,post,yes,pass,,,In the ring: OCAPI versus SCAPI | Rhino Inquisitor,"As we move into 2024, the SCAPI has received much attention and has been updated with new APIs, updates, and performance improvements.",https://www.rhino-inquisitor.com/in-the-ring-ocapi-versus-scapi/,https://www.rhino-inquisitor.com/in-the-ring-ocapi-versus-scapi/,"index, follow",In the ring: OCAPI versus SCAPI | Rhino Inquisitor,"As we move into 2024, the SCAPI has received much attention and has been updated with new APIs, updates, and performance improvements.",article,https://www.rhino-inquisitor.com/in-the-ring-ocapi-versus-scapi/,https://www.rhino-inquisitor.com/media/2024/rest-apis-fighting-in-a-boxing-ring-60c6242717_hu_23fac86a89fda035.webp,no
/inside-the-ohana/,public/inside-the-ohana/index.html,page,yes,pass,,,Inside the Ohana | Rhino Inquisitor,"Episode Summary - Thomas Theunen, Head of Commerce at Forward and the first Belgian Golden Hoodie winner, shares practical tips!",https://www.rhino-inquisitor.com/inside-the-ohana/,https://www.rhino-inquisitor.com/inside-the-ohana/,"index, follow",Inside the Ohana | Rhino Inquisitor,"Episode Summary - Thomas Theunen, Head of Commerce at Forward and the first Belgian Golden Hoodie winner, shares practical tips!",website,https://www.rhino-inquisitor.com/inside-the-ohana/,https://www.rhino-inquisitor.com/media/2022/inside-the-ohana-d67410c73c_hu_a74921fcd4ef9e82.webp,no
/it-sure-has-been-quiet-on-this-blog/,public/it-sure-has-been-quiet-on-this-blog/index.html,post,yes,pass,,,It sure has been quiet on this blog. | Rhino Inquisitor,It sure has been quite a while since I made my last blog post; I even missed a release log - sorry about that. But why is that?,https://www.rhino-inquisitor.com/it-sure-has-been-quiet-on-this-blog/,https://www.rhino-inquisitor.com/it-sure-has-been-quiet-on-this-blog/,"index, follow",It sure has been quiet on this blog. | Rhino Inquisitor,It sure has been quite a while since I made my last blog post; I even missed a release log - sorry about that. But why is that?,article,https://www.rhino-inquisitor.com/it-sure-has-been-quiet-on-this-blog/,https://www.rhino-inquisitor.com/media/2024/04280668-2613-4195-b97c-c866acc6da3b-f0464ab845_hu_5a387d4419dd6697.webp,no
/is-salesforce-certification-worth-it/,public/is-salesforce-certification-worth-it/index.html,post,yes,pass,,,Is Salesforce Certification worth it? | Rhino Inquisitor,You want to get certified but are still determining if this will benefit you or not within the Salesforce ecosystem. Let's dig into that!,https://www.rhino-inquisitor.com/is-salesforce-certification-worth-it/,https://www.rhino-inquisitor.com/is-salesforce-certification-worth-it/,"index, follow",Is Salesforce Certification worth it? | Rhino Inquisitor,You want to get certified but are still determining if this will benefit you or not within the Salesforce ecosystem. Let's dig into that!,article,https://www.rhino-inquisitor.com/is-salesforce-certification-worth-it/,https://www.rhino-inquisitor.com/media/2022/salesforce-certified-50dfbc80b5_hu_d5baeeaddc486491.webp,no
/kickstart-guide-for-new-sfcc-developers/,public/kickstart-guide-for-new-sfcc-developers/index.html,post,yes,pass,,,Kickstart Guide for New SFCC Developers | Rhino Inquisitor,"An interactive guide for new SFCC developers covering storefront patterns, platform concepts, and practical next steps for hands-on learning.",https://www.rhino-inquisitor.com/kickstart-guide-for-new-sfcc-developers/,https://www.rhino-inquisitor.com/kickstart-guide-for-new-sfcc-developers/,"index, follow",Kickstart Guide for New SFCC Developers | Rhino Inquisitor,"An interactive guide for new SFCC developers covering storefront patterns, platform concepts, and practical next steps for hands-on learning.",article,https://www.rhino-inquisitor.com/kickstart-guide-for-new-sfcc-developers/,https://www.rhino-inquisitor.com/media/2025/the-new-salesforce-developer-scaled-1f8ff6fbac_hu_fa51b5a852f6f4eb.webp,no
/lag-to-riches-a-pwa-kit-developers-guide/,public/lag-to-riches-a-pwa-kit-developers-guide/index.html,post,yes,pass,,,PWA Kit Developer's Guide to Storefront Speed | Rhino Inquisitor,"Let's be honest: a slow e-commerce site is a silent killer of sales. In the world of B2C Commerce, every millisecond is money.",https://www.rhino-inquisitor.com/lag-to-riches-a-pwa-kit-developers-guide/,https://www.rhino-inquisitor.com/lag-to-riches-a-pwa-kit-developers-guide/,"index, follow",PWA Kit Developer's Guide to Storefront Speed | Rhino Inquisitor,"Let's be honest: a slow e-commerce site is a silent killer of sales. In the world of B2C Commerce, every millisecond is money.",article,https://www.rhino-inquisitor.com/lag-to-riches-a-pwa-kit-developers-guide/,https://www.rhino-inquisitor.com/media/2025/developer-manipulating-performance-scaled-3869da0b9c_hu_5016c1bfa731bf4a.webp,no
