file,line,issueType,status,severity,value,message,suggestion
migration/output/content/posts/lag-to-riches-a-pwa-kit-developers-guide.md,50,generic_alt_text,fail,high,"""A three-panel cartoon showing a website mascot experiencing performance issues. First, labeled 'Slow LCP', the mascot strains to lift a heavy image. Second, labeled 'High INP', the mascot is frozen in a block of ice, unresponsive to a user's click. Third, labeled 'High CLS', the mascot is knocked over by a falling ad block that displaces a button.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/lag-to-riches-a-pwa-kit-developers-guide.md,213,table_empty_headers,fail,high,|     |     |     |     |,Markdown table header row is present but all headers are empty.,"Provide meaningful header labels, or convert the structure to prose if it is not a data table."
migration/output/content/posts/lag-to-riches-a-pwa-kit-developers-guide.md,214,table_missing_header_divider,warn,medium,| --- | --- | --- | --- |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/lag-to-riches-a-pwa-kit-developers-guide.md,215,table_missing_header_divider,warn,medium,| Symptom / Poor Metric | Likely PWA Kit Cause(s) | Recommended Diagnostic Tool(s) | Actionable Solution(s) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/lets-go-live-customer-migration.md,19,missing_alt_text,fail,critical,/media/2022/data-breach-7096540e7a.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/lets-go-live-customer-migration.md,35,missing_alt_text,fail,critical,/media/2022/robot-monitoring-a-screen-4af85584a4.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/lets-go-live-ecdn.md,193,generic_alt_text,fail,high,Speed settings for minification and image optimization.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/leveraging-generic-mappings-in-sfcc.md,70,generic_alt_text,fail,high,"A screenshot of a job with one job step ""ImportKeyValueMapping"" with the configuration described below this image.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/life-is-about-choices.md,23,generic_alt_text,fail,high,"A visualisation of the life you see and the life you don't. A man happy at work on the left, but in a mirror image unhappy at home, because not all choices have a happy ending.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/local-vs-shared-variation-attributes-sfcc.md,19,generic_alt_text,fail,high,A screenshot of a product in the business manager showing the Variations tab with local variation attributes.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/local-vs-shared-variation-attributes-sfcc.md,88,generic_alt_text,fail,high,A screenshot of the Business Manager showing where to configure Shared Varaiation Attributes: Products and Catalogs > Shared Variation Attributes - Select Catalog,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/local-vs-shared-variation-attributes-sfcc.md,92,generic_alt_text,fail,high,A screenshot of a product in the business manager showing the Variations tab with shared variation attributes.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/mail-attachments-in-b2c-commerce-cloud.md,9,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/mail-attachments-in-b2c-commerce-cloud.md,367,generic_alt_text,fail,high,A screenshot of the quota limit surround string length in Salesforce Commerce CLoud.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud.md,33,weak_link_text,warn,medium,click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud.md,268,generic_alt_text,fail,high,A screenshot of the interface configuring a Chunk-Oriented Job Step in the Business Manager,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud.md,274,generic_alt_text,fail,high,A screenshot with the processed amount showing on a custom job step in Salesforce B2C Commerce Cloud. This is an advantage of Chunk Oriented job steps.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud.md,278,missing_alt_text,fail,critical,/media/2023/sfcc-job-status-total-count-chunks-with-total-e82b2b178e.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/mastering-sitemaps-in-sfcc.md,17,generic_alt_text,fail,high,A screenshot of the Sitemap Settings in Merchant tools in Salesforce B2C Commerce Cloud,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/mastering-sitemaps-in-sfcc.md,30,generic_alt_text,fail,high,"Screenshot of the ""Job"" tab in Sitemap configuration in the Business Manager",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/mastering-sitemaps-in-sfcc.md,64,table_empty_headers,fail,high,|     |     |     |     |,Markdown table header row is present but all headers are empty.,"Provide meaningful header labels, or convert the structure to prose if it is not a data table."
migration/output/content/posts/mastering-sitemaps-in-sfcc.md,65,table_missing_header_divider,warn,medium,| --- | --- | --- | --- |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/mastering-sitemaps-in-sfcc.md,66,table_missing_header_divider,warn,medium,| _Integration Method_ | _Best For_ | _Mechanism_ | _Vibe_ |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/mastering-sitemaps-in-sfcc.md,67,table_missing_header_divider,warn,medium,"| **Manual Upload** | One-offs, testing | UI in Business Manager | Quick & Dirty |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/mastering-sitemaps-in-sfcc.md,68,table_missing_header_divider,warn,medium,"| **Script API Job** | Batch processes (e.g., nightly sync) | Custom job step using dw.sitemap.SitemapMgr | Classic & Reliable |",Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/navigating-dates-calendars-in-sfcc.md,793,generic_alt_text,fail,high,"A screenshot of the documentation with the following text: ""WARNING: Keep in mind that the given Date object is always interpreted in the time zone GMT. This means time zone information at the calendar object needs to be set separately by using the setTimeZone(String) method.""",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/navigating-dates-calendars-in-sfcc.md,797,generic_alt_text,fail,high,"A screenshot of a warning inside of the documentation: ""Keep in mind that the returned Date object's time is always interpreted in the time zone GMT. This means time zone information set at the calendar object will not be honored and gets lost.""",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/non-technical-sfcc-certifications.md,39,missing_alt_text,fail,critical,/media/2022/business-analyst-scaled-e1656834912690-1350424ea9.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/non-technical-sfcc-certifications.md,91,missing_alt_text,fail,critical,/media/2022/sales-25d69d411e.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/reflecting-on-2-years-of-blogging.md,47,missing_alt_text,fail,critical,/media/2024/1601710443407-d2c723ac02.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-10.md,30,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,58,missing_alt_text,fail,critical,/media/2022/great-power-responsibility-844bd031ba.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,132,missing_alt_text,fail,critical,/media/2022/ecdn-interface-update-8e83d9ac74.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,153,missing_alt_text,fail,critical,/media/2022/site-specific-quota-limit-information-c67623c0c3.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,161,missing_alt_text,fail,critical,/media/2022/1da84b9d-7a51-4f6f-bcb0-b0217c4e5cb7-bf0735587c.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,196,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,206,heading_level_skip,warn,medium,h3 -> h5,Heading hierarchy skips a level.,Use sequential heading levels unless a repeated page region justifies the jump.
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,246,table_missing_header_divider,warn,medium,| --- | --- |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,247,table_missing_header_divider,warn,medium,| getPasswordResetToken | Request a reset password token |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-9-release.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-9-release.md,9,missing_alt_text,fail,critical,/media/2022/upload-limit-relaxed-stonks-meme-f8e9bd0b5b.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-22-9-release.md,39,missing_alt_text,fail,critical,/media/2022/venmo-d5992ec262.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-1.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-1.md,61,missing_alt_text,fail,critical,/media/2022/hsts-812238f9bc.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-1.md,65,missing_alt_text,fail,critical,/media/2022/hsts-business-manager-sfcc-95dbd0264e.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-1.md,108,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview.md,1,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview.md,32,generic_alt_text,fail,high,A screenshot of the new eCDN screen in the 23.10 release of Salesforce B2C Commerce Cloud,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-2.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-2.md,9,missing_alt_text,fail,critical,/media/2023/page-designer-structure-oldv2-56ca8ab276.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-2.md,25,missing_alt_text,fail,critical,/media/2023/page-designer-move-e9d6ec4100.gif,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-3-release.md,1,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-3-release.md,5,missing_alt_text,fail,critical,/media/2023/salesforce-appexchange-654f2875a8.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-3-release.md,23,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-3-release.md,43,missing_alt_text,fail,critical,/media/2023/slas-admin-ui-1dc5370339.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-3-release.md,49,heading_level_skip,warn,medium,h2 -> h4,Heading hierarchy skips a level.,Use sequential heading levels unless a repeated page region justifies the jump.
migration/output/content/posts/salesforce-b2c-commerce-cloud-23-3-release.md,74,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-catalog-erd.md,7,missing_alt_text,fail,critical,/media/2023/salesforce-b2c-commerce-cloud-diagram-product-catalog-erd-1-786d548825.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-content-erd.md,7,missing_alt_text,fail,critical,/media/2023/salesforce-b2c-commerce-cloud-diagram-content-erd-1-9255609590.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-customer-erd.md,7,missing_alt_text,fail,critical,/media/2023/salesforce-b2c-commerce-cloud-diagram-customer-erd-0511da2fc0.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,31,table_missing_header_divider,warn,medium,| --- | --- | --- |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,32,table_missing_header_divider,warn,medium,| B2C Commerce Release Notes | Administrator & Developer | [https://help.salesforce.com/s/articleView?id=sf.b2c\_rn\_release\_notes.htm&type=5](https://help.salesforce.com/s/articleView?id=sf.b2c_rn_release_notes.htm&type=5) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,33,table_missing_header_divider,warn,medium,| Developing Your Site | Developer | [https://developer.salesforce.com/docs/commerce/b2c-commerce/overview](https://developer.salesforce.com/docs/commerce/b2c-commerce/overview) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,34,table_missing_header_divider,warn,medium,| Open Commerce API (OCAPI) | Developer | [https://developer.salesforce.com/docs/commerce/b2c-commerce/guide/api-doc.html](https://developer.salesforce.com/docs/commerce/b2c-commerce/guide/api-doc.html) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,35,table_missing_header_divider,warn,medium,| B2C Commerce API (Script API) | Developer | [https://salesforcecommercecloud.github.io/b2c-dev-doc/](https://salesforcecommercecloud.github.io/b2c-dev-doc/) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,36,table_missing_header_divider,warn,medium,| Merchandising Your Site | Administrator & Merchandiser | [https://help.salesforce.com/s/articleView?id=cc.b2c\_merchandising.htm&type=5](https://help.salesforce.com/s/articleView?id=cc.b2c_merchandising.htm&type=5) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,37,table_missing_header_divider,warn,medium,| Administering Your Organization | Administrator & Merchandiser | [https://help.salesforce.com/s/articleView?id=cc.b2c\_administering.htm&type=5](https://help.salesforce.com/s/articleView?id=cc.b2c_administering.htm&type=5) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,38,table_missing_header_divider,warn,medium,| B2C Commerce Security Guide | Administrator & Developer | [https://help.salesforce.com/s/articleView?id=sf.b2c\_security\_guide.htm&type=5](https://help.salesforce.com/s/articleView?id=sf.b2c_security_guide.htm&type=5) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,74,table_missing_header_divider,warn,medium,| --- | --- |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,75,table_missing_header_divider,warn,medium,| **Mastering the Dev Environment** | [https://trailhead.salesforce.com/content/learn/modules/cc-digital-for-developers](https://trailhead.salesforce.com/content/learn/modules/cc-digital-for-developers) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,76,table_missing_header_divider,warn,medium,| **Architectural Foundation** | [https://trailhead.salesforce.com/en/content/learn/trails/build-your-career-as-a-salesforce-b2c-commerce-technical-architect](https://trailhead.salesforce.com/content/learn/modules/architecture-of-sf-b2c-commerce) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,77,table_missing_header_divider,warn,medium,| **Headless Development** | [https://trailhead.salesforce.com/en/content/learn/modules/b2c-headless-commerce-basics](https://trailhead.salesforce.com/content/learn/modules/headless-commerce-basics) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,78,table_missing_header_divider,warn,medium,| **On-Demand Sandboxes** | [https://trailhead.salesforce.com/content/learn/modules/b2c-on-demand-sandbox](https://trailhead.salesforce.com/content/learn/modules/b2c-on-demand-sandbox) |,Possible GFM table is missing a header divider row.,Add a Markdown table divider row such as | --- | --- |.
migration/output/content/posts/salesforce-b2c-commerce-cloud-documentation.md,83,missing_alt_text,fail,critical,/media/2022/5b7a39ea-b9bc-486b-9ca3-c77ab5a306b1-e1653998526739-e73418c862.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,32,missing_alt_text,fail,critical,/media/2022/sfcc-enforced-quota-a495bb4270.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,59,missing_alt_text,fail,critical,/media/2022/but-why-91f791a77c.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,106,missing_alt_text,fail,critical,/media/2022/sfcc-quota-alerts-7f9e795d58.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,154,missing_alt_text,fail,critical,/media/2022/duke-cleaning-up-garbage-7e114dc018.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,239,generic_alt_text,fail,high,"A screenshot of Slack with the following text “ @GPThomas 6 (Theunen) Not sure it's documented anywhere, but mentioned here https://sfcc-unofficial.slack.com/archives/CBB7YAAHW/p1675440396900169?thread_ts=1675380576.825429&cid=CBB7YAAHW. From experience we for sure were facing the same but for same session id BHV_REQUEST_TOO_MANY_REQUESTS_WITH_SAME_SESSION_ID (10 concurrent requests by default)”",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/salesforce-b2c-commerce-cloud-november-2022-updates.md,111,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-october-updates.md,7,missing_alt_text,fail,critical,/media/2022/slas-trusted-agent-099b4e2206.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-the-22-7-release.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-cloud-the-22-7-release.md,7,missing_alt_text,fail,critical,/media/2022/social-commerce-salesforce-a88048dff4.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-cloud-the-22-7-release.md,39,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,29,missing_alt_text,fail,critical,/media/2022/control-center-ods-scheduler-6e883d6157.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,37,missing_alt_text,fail,critical,/media/2022/tiktok-for-business-e34f4d0876.jpeg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,67,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,92,missing_alt_text,fail,critical,/media/2022/product-exclusion-list-rule-based-0acada8ea8.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,120,missing_alt_text,fail,critical,/media/2022/klarnastripe-6dabc3b122.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,9,missing_alt_text,fail,critical,/media/2022/22-6-release-einstein-dashboards-722f4cbace.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,27,generic_alt_text,fail,high,A screenshot of the Einstein Dashboards depicting the information of a specific product and its statistics.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,48,generic_alt_text,fail,high,A screenshot depicting the new APIs under the user DATA OCAPI endpoints.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,58,missing_alt_text,fail,critical,/media/2022/eps-logo-austria-8764a70156.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-b2c-commerce-the-22-6-release.md,70,missing_alt_text,fail,critical,/media/2022/troubleshoot-storefront-errors-logcenter-66dfbbe9b6.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-connections-2024-and-sfcc.md,7,generic_alt_text,fail,high,A picture was taken from the very top of the stadium overlooking the concert podium given at Dreamforce in 2023.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/salesforce-payments-experience-explained.md,5,missing_alt_text,fail,critical,/media/2023/salesforce-payments-business-manager-6773ef14af.webp,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/salesforce-payments-experience-explained.md,51,missing_alt_text,fail,critical,/media/2023/salesforce-payments-7926558e4f.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/secure-coding-in-salesforce-b2c-commerce-cloud.md,25,missing_alt_text,fail,critical,/media/2022/mfa-1-6649345f2c.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/secure-coding-in-salesforce-b2c-commerce-cloud.md,203,missing_alt_text,fail,critical,/media/2022/npm-audit-ab1e401b03.png,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/sending-emails-from-sfcc.md,15,missing_alt_text,fail,critical,/media/2024/a-mail-across-the-year-15b12cb7bc.jpg,Markdown image is missing alt text.,"Provide descriptive alt text, or add an explicit decorative-image exception for this file and src."
migration/output/content/posts/sending-emails-from-sfcc.md,114,weak_link_text,warn,medium,here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
migration/output/content/posts/sending-emails-from-sfcc.md,118,generic_alt_text,fail,high,"A screenshot of the ""Administration > Operations > Email Settings"" screen, which enables administrators to configure custom email and DKIM settings.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/server-side-performance-in-sfcc.md,64,generic_alt_text,fail,high,"A screenshot of the ""Reports & Dashboards"" with the ""Average Response Time"" graph depicting a significant performance degradation (doubling in milliseconds).",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/server-side-performance-in-sfcc.md,78,generic_alt_text,fail,high,"A screenshot of the Pipeline Profiler showing the Search-Show controller with two hits and its total processing time of 1023 milliseconds. Below the controller is the template performance, showing the searchResults.isml file.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/server-side-performance-in-sfcc.md,84,generic_alt_text,fail,high,"A screenshot of the Pipeline Profiler showing a list of Remote Includes, with the ""Tile-Show"" controller marked with a red circle around it.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/server-side-performance-in-sfcc.md,96,generic_alt_text,fail,high,"A screenshot of the Code Profiler with the activated ""Extended Script Development Mode"" setting. The screenshot includes an extensive list of functions and Javascript files executed in the server-side code.",Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/server-side-performance-in-sfcc.md,112,generic_alt_text,fail,high,A screenshot of the OCAPI / SCAPI Technical Reports and Dashboards showing the average response times and response distribution graphs.,Markdown image alt text is generic or filename-like.,Replace the placeholder alt text with a concise description of the image purpose.
migration/output/content/posts/sfcc-24-1-release-a-new-year-update.md,3,weak_link_text,warn,medium,Click here,Link text is too generic to stand alone reliably.,Replace the link text with a destination-specific label.
