audit_id,audit_run_id,audit_date,article_url,source_file,signals,live_h1,local_h1,text_similarity,heading_similarity,code_similarity,baseline_delta_status,manual_verification_status,overall_result,severity,finding_classification,summary,recommended_action,evidence
RHI-CRIT-046,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,src/content/posts/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/index.md,code-heavy|mailto|sandbox-access,How to get a Salesforce B2C Commerce Cloud Sandbox,How to get a Salesforce B2C Commerce Cloud Sandbox,0.913,0.750,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.913; heading_similarity=0.750; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-047,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-get-salesforce-certification-vouchers/,src/content/posts/how-to-get-salesforce-certification-vouchers/index.md,certification|body-parity,How to get Salesforce certification vouchers,How to get Salesforce certification vouchers,0.927,0.750,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.927; heading_similarity=0.750; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-048,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-load-client-side-javascript-and-css-in-sfra/,src/content/posts/how-to-load-client-side-javascript-and-css-in-sfra/index.md,code-heavy|isml-snippets,How to load client-side JavaScript and CSS in SFRA,How to load client-side JavaScript and CSS in SFRA,0.943,0.538,0.935,improved,automated,pass,none,structure-only-drift,Only non-critical heading-structure drift was detected; the reader-visible body content remains materially aligned.,No action required unless heading structure must match live exactly.,text_similarity=0.943; heading_similarity=0.538; code_similarity=0.935; live_code_block_count=4; local_code_block_count=4; raw_url_diff=0
RHI-CRIT-049,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-set-up-slas-for-the-composable-storefront/,src/content/posts/how-to-set-up-slas-for-the-composable-storefront/index.md,code-heavy|slas|placeholder-url,How to set up SLAS for the Composable Storefront,How to set up SLAS for the Composable Storefront,0.926,0.400,1.000,improved,automated,pass,none,structure-only-drift,Only non-critical heading-structure drift was detected; the reader-visible body content remains materially aligned.,No action required unless heading structure must match live exactly.,text_similarity=0.926; heading_similarity=0.400; code_similarity=1.000; live_code_block_count=3; local_code_block_count=3; raw_url_diff=1
RHI-CRIT-050,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-set-up-the-ecdn-in-sfcc-staging/,src/content/posts/how-to-set-up-the-ecdn-in-sfcc-staging/index.md,code-heavy|image-light|warning-callout,How to set up the eCDN for Staging in Salesforce B2C Commerce Cloud,How to set up the eCDN for Staging in Salesforce B2C Commerce Cloud,0.927,0.846,0.958,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.927; heading_similarity=0.846; code_similarity=0.958; live_code_block_count=11; local_code_block_count=11; raw_url_diff=0
RHI-CRIT-051,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-setup-oauth-jwt-for-the-ocapi/,src/content/posts/how-to-setup-oauth-jwt-for-the-ocapi/index.md,code-heavy|jwt|ocapi,How to setup OAuth JWT for the OCAPI,How to setup OAuth JWT for the OCAPI,0.873,0.667,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.873; heading_similarity=0.667; code_similarity=1.000; live_code_block_count=2; local_code_block_count=2; raw_url_diff=1
RHI-CRIT-052,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-use-node-18-with-sfra/,src/content/posts/how-to-use-node-18-with-sfra/index.md,code-heavy|node-upgrade,SFRA and Node 18: A Match Made in eCommerce Paradise or Hell?,Using Node 18 with SFRA,0.963,0.667,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.963; heading_similarity=0.667; code_similarity=1.000; live_code_block_count=6; local_code_block_count=6; raw_url_diff=0; live_h1=SFRA and Node 18: A Match Made in eCommerce Paradise or Hell?; local_h1=Using Node 18 with SFRA
RHI-CRIT-053,phase-8-critical-rerun-2026-03-17,2026-03-17,/how-to-use-ocapi-scapi-hooks/,src/content/posts/how-to-use-ocapi-scapi-hooks/index.md,code-heavy|longform|update-note,The OCAPI/SCAPI Hooks Playbook: A Deep Dive into Salesforce B2C Commerce Best Practices,Using OCAPI and SCAPI Hooks in SFCC,0.958,0.871,0.999,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.958; heading_similarity=0.871; code_similarity=0.999; live_code_block_count=8; local_code_block_count=8; raw_url_diff=0; live_h1=The OCAPI/SCAPI Hooks Playbook: A Deep Dive into Salesforce B2C Commerce Best Practices; local_h1=Using OCAPI and SCAPI Hooks in SFCC
RHI-CRIT-054,phase-8-critical-rerun-2026-03-17,2026-03-17,/image-ine-sfcc-dis-for-developers/,src/content/posts/image-ine-sfcc-dis-for-developers/index.md,code-heavy|inline-parameters,Image-ine: Salesforce B2C Commerce Cloud DIS for Developers,Image-ine: Salesforce B2C Commerce Cloud DIS for Developers,0.965,0.857,0.932,changed,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.965; heading_similarity=0.857; code_similarity=0.932; live_code_block_count=5; local_code_block_count=5; raw_url_diff=0
RHI-CRIT-055,phase-8-critical-rerun-2026-03-17,2026-03-17,/in-the-ring-ocapi-versus-scapi/,src/content/posts/in-the-ring-ocapi-versus-scapi/index.md,architecture|apis|body-parity,In the ring: OCAPI versus SCAPI,In the ring: OCAPI versus SCAPI,0.908,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.908; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-056,phase-8-critical-rerun-2026-03-17,2026-03-17,/is-salesforce-certification-worth-it/,src/content/posts/is-salesforce-certification-worth-it/index.md,certification|body-parity,Is Salesforce Certification worth it?,Is Salesforce Certification worth it?,0.951,0.733,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.951; heading_similarity=0.733; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-057,phase-8-critical-rerun-2026-03-17,2026-03-17,/it-sure-has-been-quiet-on-this-blog/,src/content/posts/it-sure-has-been-quiet-on-this-blog/index.md,code-light|editorial,It sure has been quiet on this blog.,It sure has been quiet on this blog.,0.952,0.667,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.952; heading_similarity=0.667; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=1
RHI-CRIT-058,phase-8-critical-rerun-2026-03-17,2026-03-17,/kickstart-guide-for-new-sfcc-developers/,src/content/posts/kickstart-guide-for-new-sfcc-developers/index.md,code-heavy|sfra|cartridge-path,The Kickstart Guide for New Salesforce B2C Commerce Developers,The Kickstart Guide for New Salesforce B2C Commerce Developers,0.956,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.956; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-059,phase-8-critical-rerun-2026-03-17,2026-03-17,/lag-to-riches-a-pwa-kit-developers-guide/,src/content/posts/lag-to-riches-a-pwa-kit-developers-guide/index.md,longform|table-heavy|inline-code,From Lag to Riches: A PWA Kit Developer’s Guide to Storefront Speed,PWA Kit Developer's Guide to Storefront Speed,0.938,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.938; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=From Lag to Riches: A PWA Kit Developer’s Guide to Storefront Speed; local_h1=PWA Kit Developer's Guide to Storefront Speed
RHI-CRIT-060,phase-8-critical-rerun-2026-03-17,2026-03-17,/lets-go-live-customer-migration/,src/content/posts/lets-go-live-customer-migration/index.md,operations|go-live|body-parity,Let’s GO-LIVE: Customer Migration,Let’s GO-LIVE: Customer Migration,0.927,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.927; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-061,phase-8-critical-rerun-2026-03-17,2026-03-17,/lets-go-live-ecdn/,src/content/posts/lets-go-live-ecdn/index.md,code-light|warning-text,Let’s GO-LIVE: eCDN,Let’s GO-LIVE: eCDN,0.937,0.895,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.937; heading_similarity=0.895; code_similarity=1.000; live_code_block_count=1; local_code_block_count=1; raw_url_diff=1
RHI-CRIT-062,phase-8-critical-rerun-2026-03-17,2026-03-17,/lets-go-live-seo/,src/content/posts/lets-go-live-seo/index.md,seo|go-live|body-parity,Let’s GO-LIVE: SEO,Let's GO-LIVE: SEO,0.915,0.273,1.000,improved,automated,pass,none,structure-only-drift,Only non-critical heading-structure drift was detected; the reader-visible body content remains materially aligned.,No action required unless heading structure must match live exactly.,text_similarity=0.915; heading_similarity=0.273; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-063,phase-8-critical-rerun-2026-03-17,2026-03-17,/leveraging-generic-mappings-in-sfcc/,src/content/posts/leveraging-generic-mappings-in-sfcc/index.md,code-heavy|inline-placeholders,Leveraging Generic Mapping for Efficient Data Integration,Leveraging Generic Mapping for Efficient Data Integration,0.919,1.000,1.000,changed,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.919; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=4; local_code_block_count=4; raw_url_diff=0
RHI-CRIT-064,phase-8-critical-rerun-2026-03-17,2026-03-17,/life-is-about-choices/,src/content/posts/life-is-about-choices/index.md,community|editorial|body-parity,Life is about choices,Life is about choices,0.981,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.981; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-065,phase-8-critical-rerun-2026-03-17,2026-03-17,/local-vs-shared-variation-attributes-sfcc/,src/content/posts/local-vs-shared-variation-attributes-sfcc/index.md,code-heavy|xml-snippets,Local vs Shared Variation Attributes in Commerce Cloud,Local vs Shared Variation Attributes in Commerce Cloud,0.962,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.962; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=2; local_code_block_count=2; raw_url_diff=0
RHI-CRIT-066,phase-8-critical-rerun-2026-03-17,2026-03-17,/mail-attachments-in-b2c-commerce-cloud/,src/content/posts/mail-attachments-in-b2c-commerce-cloud/index.md,code-heavy|longform,Mail Attachments in B2C Commerce Cloud,Mail Attachments in B2C Commerce Cloud,0.955,1.000,0.906,changed,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.955; heading_similarity=1.000; code_similarity=0.906; live_code_block_count=8; local_code_block_count=8; raw_url_diff=0
RHI-CRIT-067,phase-8-critical-rerun-2026-03-17,2026-03-17,/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,src/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/index.md,code-heavy,Mastering Chunk-Oriented Job Steps in Salesforce B2C Commerce Cloud,Mastering Chunk-Oriented Job Steps in SFCC,0.940,0.778,1.000,changed,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.940; heading_similarity=0.778; code_similarity=1.000; live_code_block_count=7; local_code_block_count=7; raw_url_diff=0; live_h1=Mastering Chunk-Oriented Job Steps in Salesforce B2C Commerce Cloud; local_h1=Mastering Chunk-Oriented Job Steps in SFCC
RHI-CRIT-068,phase-8-critical-rerun-2026-03-17,2026-03-17,/mastering-sitemaps-in-sfcc/,src/content/posts/mastering-sitemaps-in-sfcc/index.md,code-heavy|seo|sitemap-filenames,Mastering Sitemaps in Salesforce B2C Commerce: A Developer’s Guide,Mastering Sitemaps in Salesforce B2C Commerce: A Developer’s Guide,0.946,1.000,1.000,unchanged,manual-reviewed,pass,none,accepted-readable-url-drift,"Rendered review confirms the angle-bracketed sitemap examples remain readable and copy-safe, so this row does not represent a critical reader-facing regression.",No action required.,text_similarity=0.946; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=1; malformed_urls=https://www.your-pwa.com/sitemap_index.xml>).
RHI-CRIT-069,phase-8-critical-rerun-2026-03-17,2026-03-17,/migrate-magento-passwords-using-argon2/,src/content/posts/migrate-magento-passwords-using-argon2/index.md,code-heavy|migration-script,How to migrate passwords from Magento using Argon2,How to migrate passwords from Magento using Argon2,0.905,1.000,0.995,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.905; heading_similarity=1.000; code_similarity=0.995; live_code_block_count=3; local_code_block_count=3; raw_url_diff=0
RHI-CRIT-070,phase-8-critical-rerun-2026-03-17,2026-03-17,/navigating-dates-calendars-in-sfcc/,src/content/posts/navigating-dates-calendars-in-sfcc/index.md,code-heavy|date-api,"Navigating Dates, Calendars, and Timezones in Salesforce B2C Commerce Cloud","Dates, Calendars, and Time Zones in SFCC",0.931,0.846,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,"text_similarity=0.931; heading_similarity=0.846; code_similarity=1.000; live_code_block_count=8; local_code_block_count=8; raw_url_diff=0; live_h1=Navigating Dates, Calendars, and Timezones in Salesforce B2C Commerce Cloud; local_h1=Dates, Calendars, and Time Zones in SFCC"
RHI-CRIT-071,phase-8-critical-rerun-2026-03-17,2026-03-17,/new-apis-and-features-for-a-headless-sfcc/,src/content/posts/new-apis-and-features-for-a-headless-sfcc/index.md,release-notes|headless|media-presentation,New APIs and Features for a Headless B2C Commerce Cloud,New APIs and Features for a Headless B2C Commerce Cloud,0.959,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.959; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-072,phase-8-critical-rerun-2026-03-17,2026-03-17,/non-technical-sfcc-certifications/,src/content/posts/non-technical-sfcc-certifications/index.md,certification|title-drift|body-parity,Salesforce B2C Commerce Certifications for Non-Technical Professionals,Non-Technical Salesforce B2C Commerce Certifications,0.950,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.950; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=Salesforce B2C Commerce Certifications for Non-Technical Professionals; local_h1=Non-Technical Salesforce B2C Commerce Certifications
RHI-CRIT-073,phase-8-critical-rerun-2026-03-17,2026-03-17,/office-hours-for-salesforce-b2c-commerce-cloud/,src/content/posts/office-hours-for-salesforce-b2c-commerce-cloud/index.md,community|resource-guide|body-parity,Office Hours for Salesforce B2C Commerce Cloud,Office Hours for Salesforce B2C Commerce Cloud,0.953,0.667,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.953; heading_similarity=0.667; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-074,phase-8-critical-rerun-2026-03-17,2026-03-17,/pdf-and-salesforce-commerce-cloud-b2c/,src/content/posts/pdf-and-salesforce-commerce-cloud-b2c/index.md,operations|pdf|body-parity,PDF And Salesforce B2C Commerce Cloud,PDF And Salesforce B2C Commerce Cloud,0.989,0.750,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.989; heading_similarity=0.750; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-075,phase-8-critical-rerun-2026-03-17,2026-03-17,/phase-3-performance-baseline/,src/content/posts/phase-3-performance-baseline/index.md,scaffold-fixture|baseline-missing|phase-3,404 Error,Phase 3 Performance Baseline,0.000,0.000,1.000,unchanged,exception,needs-review,low,scaffold-exception,"The local route renders article content, but the live site no longer exposes a comparable article body.",Exclude this row from strict live-vs-local parity signoff or confirm that the local route is intentionally local-only.,text_similarity=0.000; heading_similarity=0.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=404 Error; local_h1=Phase 3 Performance Baseline
RHI-CRIT-076,phase-8-critical-rerun-2026-03-17,2026-03-17,/podcasts-for-salesforce-b2c-commerce-cloud/,src/content/posts/podcasts-for-salesforce-b2c-commerce-cloud/index.md,community|resources|body-parity,Podcasts about Salesforce B2C Commerce Cloud,Podcasts about Salesforce B2C Commerce Cloud,0.972,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.972; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-077,phase-8-critical-rerun-2026-03-17,2026-03-17,/preparing-for-the-b2c-commerce-developer-certification/,src/content/posts/preparing-for-the-b2c-commerce-developer-certification/index.md,code-light|certification|resource-links,Preparing for the B2C Commerce Developer Certification,Preparing for the B2C Commerce Developer Certification,0.934,0.333,1.000,improved,automated,pass,none,structure-only-drift,Only non-critical heading-structure drift was detected; the reader-visible body content remains materially aligned.,No action required unless heading structure must match live exactly.,text_similarity=0.934; heading_similarity=0.333; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-078,phase-8-critical-rerun-2026-03-17,2026-03-17,/real-time-inventory-checks-in-sfcc/,src/content/posts/real-time-inventory-checks-in-sfcc/index.md,operations|inventory|title-drift,Taming Real-Time Inventory Checks in Salesforce B2C Commerce Cloud,Real-Time Inventory Checks in SFCC,0.950,0.700,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.950; heading_similarity=0.700; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=Taming Real-Time Inventory Checks in Salesforce B2C Commerce Cloud; local_h1=Real-Time Inventory Checks in SFCC
RHI-CRIT-079,phase-8-critical-rerun-2026-03-17,2026-03-17,/reflecting-on-2-years-of-blogging/,src/content/posts/reflecting-on-2-years-of-blogging/index.md,community|anniversary|title-drift,Reflecting on Two Years of Blogging: My Journey in the SFCC Ecosystem,Two Years of Blogging in the SFCC Ecosystem,0.975,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.975; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=Reflecting on Two Years of Blogging: My Journey in the SFCC Ecosystem; local_h1=Two Years of Blogging in the SFCC Ecosystem
RHI-CRIT-080,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-22-10/,src/content/posts/salesforce-b2c-commerce-cloud-22-10/index.md,release-notes|api-config|inline-code,Salesforce B2C Commerce Cloud 22.10,Salesforce B2C Commerce Cloud 22.10,0.897,0.958,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.897; heading_similarity=0.958; code_similarity=1.000; live_code_block_count=1; local_code_block_count=1; raw_url_diff=0
RHI-CRIT-081,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-22-8/,src/content/posts/salesforce-b2c-commerce-cloud-22-8/index.md,release-notes|xml-snippets,Salesforce B2C Commerce Cloud 22.8,Salesforce B2C Commerce Cloud 22.8,0.901,0.903,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.901; heading_similarity=0.903; code_similarity=1.000; live_code_block_count=2; local_code_block_count=2; raw_url_diff=0
RHI-CRIT-082,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-22-9-release/,src/content/posts/salesforce-b2c-commerce-cloud-22-9-release/index.md,release-notes|cartridge-updates|identifier-token,Salesforce B2C Commerce Cloud 22.9 release,Salesforce B2C Commerce Cloud 22.9 release,0.922,0.875,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.922; heading_similarity=0.875; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-083,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-23-1/,src/content/posts/salesforce-b2c-commerce-cloud-23-1/index.md,release-notes|code-light,Salesforce B2C Commerce Cloud 23.1,Salesforce B2C Commerce Cloud 23.1,0.934,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.934; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=2; local_code_block_count=2; raw_url_diff=0
RHI-CRIT-084,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,src/content/posts/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/index.md,release-notes|title-drift|headless,Salesforce B2C Commerce Cloud 23.10 Release: A Comprehensive Overview,SFCC 23.10 Release Overview,0.967,1.000,1.000,improved,automated,pass,none,expected-title-h1-drift,The strongest remaining difference is the expected live-versus-local H1 rewrite.,No action required for the critical queue unless headline alignment is later brought back into scope.,text_similarity=0.967; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0; live_h1=Salesforce B2C Commerce Cloud 23.10 Release: A Comprehensive Overview; local_h1=SFCC 23.10 Release Overview
RHI-CRIT-085,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-23-2/,src/content/posts/salesforce-b2c-commerce-cloud-23-2/index.md,release-notes|code-light,Salesforce B2C Commerce Cloud 23.2,Salesforce B2C Commerce Cloud 23.2,0.945,0.893,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.945; heading_similarity=0.893; code_similarity=1.000; live_code_block_count=2; local_code_block_count=2; raw_url_diff=0
RHI-CRIT-086,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-23-3-release/,src/content/posts/salesforce-b2c-commerce-cloud-23-3-release/index.md,release-notes|plugin-names|identifier-examples,The Salesforce B2C Commerce Cloud 23.3 release explained,The Salesforce B2C Commerce Cloud 23.3 release explained,0.930,0.920,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.930; heading_similarity=0.920; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-087,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-catalog-erd/,src/content/posts/salesforce-b2c-commerce-cloud-catalog-erd/index.md,erd|body-parity,Salesforce B2C Commerce Cloud Product And Catalog ERD,Salesforce B2C Commerce Cloud Product And Catalog ERD,0.895,0.333,1.000,improved,automated,pass,none,structure-only-drift,Only non-critical heading-structure drift was detected; the reader-visible body content remains materially aligned.,No action required unless heading structure must match live exactly.,text_similarity=0.895; heading_similarity=0.333; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-088,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-content-erd/,src/content/posts/salesforce-b2c-commerce-cloud-content-erd/index.md,erd|body-parity,Salesforce B2C Commerce Cloud Content ERD,Salesforce B2C Commerce Cloud Content ERD,0.913,0.429,1.000,improved,automated,pass,none,structure-only-drift,Only non-critical heading-structure drift was detected; the reader-visible body content remains materially aligned.,No action required unless heading structure must match live exactly.,text_similarity=0.913; heading_similarity=0.429; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-089,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-customer-erd/,src/content/posts/salesforce-b2c-commerce-cloud-customer-erd/index.md,erd|body-parity,Salesforce B2C Commerce Cloud Customer ERD,Salesforce B2C Commerce Cloud Customer ERD,0.933,0.556,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.933; heading_similarity=0.556; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
RHI-CRIT-090,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-documentation/,src/content/posts/salesforce-b2c-commerce-cloud-documentation/index.md,longform|table-heavy,Salesforce B2C Commerce Cloud Documentation,Salesforce B2C Commerce Cloud Documentation,0.923,1.000,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.923; heading_similarity=1.000; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=10
RHI-CRIT-091,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-governance-and-quotas/,src/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas/index.md,code-heavy|quota-guidance,Salesforce B2C Commerce Cloud Governance and Quotas,Salesforce B2C Commerce Cloud Governance and Quotas,0.926,0.704,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.926; heading_similarity=0.704; code_similarity=1.000; live_code_block_count=3; local_code_block_count=3; raw_url_diff=0
RHI-CRIT-092,phase-8-critical-rerun-2026-03-17,2026-03-17,/salesforce-b2c-commerce-cloud-november-2022-updates/,src/content/posts/salesforce-b2c-commerce-cloud-november-2022-updates/index.md,release-notes|code-light,Salesforce B2C Commerce Cloud November 2022 Updates,Salesforce B2C Commerce Cloud November 2022 Updates,0.896,0.833,1.000,improved,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the critical-focused rerun.,No action required.,text_similarity=0.896; heading_similarity=0.833; code_similarity=1.000; live_code_block_count=0; local_code_block_count=0; raw_url_diff=0
