legacy_url,target_url,intent_class,review_status,reviewer,notes
/?p=2265,/how-to-use-ocapi-scapi-hooks/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /how-to-use-ocapi-scapi-hooks/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=2358,/salesforce-b2c-commerce-cloud-the-22-7-release/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-b2c-commerce-cloud-the-22-7-release/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=2517,/lets-go-live-seo/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /lets-go-live-seo/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=2688,/non-technical-sfcc-certifications/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /non-technical-sfcc-certifications/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=2770,/creating-custom-ocapi-endpoints/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /creating-custom-ocapi-endpoints/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=2942,/salesforce-b2c-commerce-cloud-22-8/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-b2c-commerce-cloud-22-8/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=2978,/how-to-get-salesforce-certification-vouchers/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /how-to-get-salesforce-certification-vouchers/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=3,/privacy-policy/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /privacy-policy/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=3042,/custom-ttf-fonts-in-pdf-for-sfcc/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /custom-ttf-fonts-in-pdf-for-sfcc/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=3433,/caching-rest-apis-in-sfcc/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /caching-rest-apis-in-sfcc/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=352,/archive/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /archive/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving page; the destination is not a convenience redirect to a generic hub. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=3641,/what-is-the-ocapi-session-bridge/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /what-is-the-ocapi-session-bridge/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=365,/ideas/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /ideas/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving page; the destination is not a convenience redirect to a generic hub. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=3712,/salesforce-b2c-commerce-cloud-customer-erd/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-b2c-commerce-cloud-customer-erd/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=3806,/salesforce-b2c-commerce-cloud-content-erd/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-b2c-commerce-cloud-content-erd/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=3837,/sfcc-basket-order-erd/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /sfcc-basket-order-erd/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=3895,/lets-go-live-customer-migration/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /lets-go-live-customer-migration/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4274,/the-salesforce-b2c-commerce-cloud-environment/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /the-salesforce-b2c-commerce-cloud-environment/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=431,/mail-attachments-in-b2c-commerce-cloud/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /mail-attachments-in-b2c-commerce-cloud/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4455,/20-years-of-dreamforce/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /20-years-of-dreamforce/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4596,/the-deprecation-of-the-uuid-token-for-api-clients/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /the-deprecation-of-the-uuid-token-for-api-clients/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4795,/connecting-the-clouds-wedding-or-funeral/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /connecting-the-clouds-wedding-or-funeral/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4801,/me-myself-and-headless-a-composable-commerce-cloud-story/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /me-myself-and-headless-a-composable-commerce-cloud-story/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4827,/the-path-to-being-an-architect/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /the-path-to-being-an-architect/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4836,/headless/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /headless/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4854,/life-with-goldie/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /life-with-goldie/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=4863,/inside-the-ohana/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /inside-the-ohana/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=5072,/what-is-commerce-on-core/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /what-is-commerce-on-core/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=528,/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=5302,/salesforce-b2c-commerce-cloud-october-updates/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-b2c-commerce-cloud-october-updates/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=5406,/salesforce-b2c-commerce-cloud-governance-and-quotas/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-b2c-commerce-cloud-governance-and-quotas/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=567,/b2c-commerce-whats-new-in-the-22-3-release/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /b2c-commerce-whats-new-in-the-22-3-release/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=6122,/what-is-the-sfcc-managed-runtime/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /what-is-the-sfcc-managed-runtime/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=617,/slas-in-sfra-or-sitegenesis/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /slas-in-sfra-or-sitegenesis/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=6217,/what-skills-do-i-need-as-a-sfcc-architect/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /what-skills-do-i-need-as-a-sfcc-architect/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=6248,/what-can-i-use-chatgpt-for-when-working-with-salesforce/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /what-can-i-use-chatgpt-for-when-working-with-salesforce/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=6325,/simplifying-the-salesforce-order-of-execution/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /simplifying-the-salesforce-order-of-execution/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=6585,/how-to-load-client-side-javascript-and-css-in-sfra/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /how-to-load-client-side-javascript-and-css-in-sfra/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=664,/b2c-commerce-whats-new-in-22-4/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /b2c-commerce-whats-new-in-22-4/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=6686,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=6708,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=68,/about/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /about/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=6992,/life-is-about-choices/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /life-is-about-choices/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=705,/helpful-salesforce-b2c-commerce-cloud-cli-tools/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /helpful-salesforce-b2c-commerce-cloud-cli-tools/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=7399,/ai-automation-to-augmentation-at-work/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /ai-automation-to-augmentation-at-work/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=7485,/salesforce-b2c-commerce-cloud-erd/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-b2c-commerce-cloud-erd/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=7569,/salesforce-payments-experience-explained/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-payments-experience-explained/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=7774,/a-new-day-for-commerce-recap/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /a-new-day-for-commerce-recap/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=7979,/understanding-sfcc-instances/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /understanding-sfcc-instances/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=805,/salesforce-b2c-commerce-cloud-documentation/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /salesforce-b2c-commerce-cloud-documentation/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=8465,/the-b2c-commerce-architect-certification/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /the-b2c-commerce-architect-certification/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=8698,/a-beginners-guide-to-webdav-in-sfcc/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /a-beginners-guide-to-webdav-in-sfcc/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=8853,/guide-to-the-getprops-method-in-sfcc/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /guide-to-the-getprops-method-in-sfcc/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=896,/commerce-cloud-t-shirts-on-shirtforce/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /commerce-cloud-t-shirts-on-shirtforce/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=9054,/a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /a-look-at-the-salesforce-b2c-commerce-cloud-23-6-release/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=9446,/can-a-isslot-element-have-a-dynamic-id/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /can-a-isslot-element-have-a-dynamic-id/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=9476,/where-is-the-new-sfcc-documentation/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /where-is-the-new-sfcc-documentation/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=9611,/ai-as-an-architect-and-content-creator/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /ai-as-an-architect-and-content-creator/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=972,/getting-to-know-sfra-as-a-developer/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /getting-to-know-sfra-as-a-developer/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=9752,/how-to-filter-jsdoc-in-storybook-autodocs/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /how-to-filter-jsdoc-in-storybook-autodocs/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/?p=9935,/a-look-at-the-23-9-commerce-cloud-release/,exact-equivalent,approved,Thomas Theunen,Legacy URL redirects to /a-look-at-the-23-9-commerce-cloud-release/; map as merge without redirect chain. Model A exception: query-string source URLs are tracked in inventory but are not served by Hugo aliases at launch per RHI-062. RHI-064 review: Approved as exact-equivalent because this legacy WordPress query-string permalink resolves to the same surviving content item at its canonical Hugo path. Launch delivery remains an accepted RHI-062 query-string limitation under Model A.
/category/external/forward/,/category/external/,consolidated-equivalent,approved,Thomas Theunen,Flatten low-signal nested external category route to the approved parent Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as consolidated-equivalent because the low-signal nested forward taxonomy route intentionally consolidates into the surviving /category/external/ landing page rather than remaining a standalone term.
/category/external/linkedin/,/category/linkedin/,exact-equivalent,approved,Thomas Theunen,Flatten nested external LinkedIn category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
/category/external/salesforce-architects-blog/,/category/salesforce-architects-blog/,exact-equivalent,approved,Thomas Theunen,Flatten nested external Salesforce Architects Blog category route to the approved flat Hugo term path per SEO owner approval in RHI-045. Reclassified to Hugo alias delivery for Model A in RHI-063 after RHI-062 selected Hugo aliases as the launch redirect mechanism. RHI-064 review: Approved as exact-equivalent because the nested legacy taxonomy route is flattened to the same surviving topic term with no material change in topical intent.
