page_url,image_src,occurrence_index,original_alt,corrected_alt,source_file,status
/b2c-commerce-cloud-campaign-erd/,/media/2023/salesforce-b2c-commerce-cloud-diagram-campaign-erd-4b241c1470.png,1,,Campaign entity relationship diagram for Salesforce B2C Commerce Cloud.,migration/output/content/posts/b2c-commerce-cloud-campaign-erd.md,unmatched
/b2c-commerce-whats-new-in-22-4/,/media/2022/broken-category-08697befce.png,1,,Broken product lister page rendering null values after an invalid variation-group setup.,migration/output/content/posts/b2c-commerce-whats-new-in-22-4.md,unmatched
/b2c-commerce-whats-new-in-22-4/,/media/2022/configuration-variation-groups-32dec4386b.png,1,,Category configuration panel for assigning variation-group display behavior.,migration/output/content/posts/b2c-commerce-whats-new-in-22-4.md,unmatched
/b2c-commerce-whats-new-in-22-4/,/media/2022/prorate-discount-0a85da771a.png,1,,Promotion setting that enables discount proration across line items.,migration/output/content/posts/b2c-commerce-whats-new-in-22-4.md,unmatched
/b2c-commerce-whats-new-in-22-4/,/media/2022/variation-groups-after-513fc19983.png,1,,Merged variation-group storefront result with shared swatches.,migration/output/content/posts/b2c-commerce-whats-new-in-22-4.md,unmatched
/b2c-commerce-whats-new-in-22-4/,/media/2022/variation-groups-before-14c54a10bd.jpg,1,,Three variation-group products shown as separate pants tiles.,migration/output/content/posts/b2c-commerce-whats-new-in-22-4.md,unmatched
/b2c-commerce-whats-new-in-22-4/,/media/external/category-option-plzwjt3ux7rivo7o7mgc8xhnroisdxv69lzyysd3pa-a3eb0312c7.png,1,,Catalog setting that switches variation groups to merged or individual display.,migration/output/content/posts/b2c-commerce-whats-new-in-22-4.md,unmatched
/b2c-commerce-whats-new-in-the-22-3-release/,/media/2022/bonus-products-ed6b9e3074.png,1,,Documentation snippet showing the bonus product limit.,migration/output/content/posts/b2c-commerce-whats-new-in-the-22-3-release.md,unmatched
/b2c-commerce-whats-new-in-the-22-3-release/,/media/2022/slds-ba5571b0d8.png,1,,SLDS showcase with example interface components.,migration/output/content/posts/b2c-commerce-whats-new-in-the-22-3-release.md,unmatched
/caching-in-the-sfcc-composable-storefront/,/media/2024/scapi-server-side-web-tier-caching-ead7ec1b79.jpg,1,,Business Manager feature toggle for enabling SCAPI server-side web-tier caching.,migration/output/content/posts/caching-in-the-sfcc-composable-storefront.md,unmatched
/can-a-isslot-element-have-a-dynamic-id/,/media/2023/isslot-element-d83390209d.jpg,1,,Official isslot documentation showing the static slot identifier requirement.,migration/output/content/pages/can-a-isslot-element-have-a-dynamic-id.md,unmatched
/certifications-for-salesforce-b2c-commerce-cloud/,/media/2022/b2c-commerce-architect-3d1b1f2f1e.png,1,,Salesforce Certified B2C Commerce Architect badge.,migration/output/content/posts/certifications-for-salesforce-b2c-commerce-cloud.md,unmatched
/certifications-for-salesforce-b2c-commerce-cloud/,/media/2022/einstein-d7123b2738.png,1,,Einstein Commerce Cloud Accredited Professional badge.,migration/output/content/posts/certifications-for-salesforce-b2c-commerce-cloud.md,unmatched
/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,/media/2023/04cd6b21-12ba-4307-9ce5-3a60768e6ba0-1-105-c-c78a87bbb3.jpeg,1,,Breakfast meetup with the CommerceCrew before Dreamforce sessions.,migration/output/content/posts/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023.md,unmatched
/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023/,/media/2023/1832c203-32d4-4a5b-922a-218cf2ecf468-1-102-a-d53635718f.jpeg,1,,View of the Foo Fighters performing at Dreamfest 2023.,migration/output/content/posts/chasing-clouds-catching-up-with-the-commercecrew-at-dreamforce-2023.md,unmatched
/creating-custom-ocapi-endpoints/,/media/2022/custom-api-custom-object-051e16e59a.png,1,,Custom Object Types screen with the CustomApi definition.,migration/output/content/posts/creating-custom-ocapi-endpoints.md,unmatched
/creating-custom-ocapi-endpoints/,/media/2022/get-customer-custom-api-response-a6c8902585.png,1,,Custom OCAPI response payload returned by the get-customer endpoint.,migration/output/content/posts/creating-custom-ocapi-endpoints.md,unmatched
/creating-custom-ocapi-endpoints/,/media/2022/manage-get-customer-object-7b88237d34.png,1,,Manage Custom Objects screen with the get-customer object.,migration/output/content/posts/creating-custom-ocapi-endpoints.md,unmatched
/creating-custom-ocapi-endpoints/,/media/2022/ocapi-settings-46b5f9c8b0.png,1,,Open Commerce API Settings showing access for custom objects.,migration/output/content/posts/creating-custom-ocapi-endpoints.md,unmatched
/creating-custom-ocapi-endpoints/,/media/2022/postman-variables-custom-api-ec0a89ffce.png,1,,Postman variables required to call the custom OCAPI endpoint.,migration/output/content/posts/creating-custom-ocapi-endpoints.md,unmatched
/delta-exports-in-salesforce-b2c-commerce-cloud/,/media/2023/delta-job-consumer-867e8bc380.png,1,,Consumer tab with the dedicated WebDAV export folder.,migration/output/content/posts/delta-exports-in-salesforce-b2c-commerce-cloud.md,unmatched
/delta-exports-in-salesforce-b2c-commerce-cloud/,/media/2023/delta-job-schedule-1c300976ae.png,1,,Schedule tab for running a delta export at a fixed interval.,migration/output/content/posts/delta-exports-in-salesforce-b2c-commerce-cloud.md,unmatched
/delta-exports-in-salesforce-b2c-commerce-cloud/,/media/2023/delta-job-selection-718f8a1686.png,1,,"Delta export configuration showing job name, consumers, and data type.",migration/output/content/posts/delta-exports-in-salesforce-b2c-commerce-cloud.md,unmatched
/delta-exports-in-salesforce-b2c-commerce-cloud/,/media/2023/delta-job-status-9552cad99f.png,1,,Status tab showing the scheduled delta export job log.,migration/output/content/posts/delta-exports-in-salesforce-b2c-commerce-cloud.md,unmatched
/delta-exports-in-salesforce-b2c-commerce-cloud/,/media/2023/delta-jobs-overview-dccafc63a7.png,1,,Delta Exports module overview in Business Manager.,migration/output/content/posts/delta-exports-in-salesforce-b2c-commerce-cloud.md,unmatched
/delta-exports-in-salesforce-b2c-commerce-cloud/,/media/2023/history-70bccb6f6f.png,1,,Delta export history showing previously generated files.,migration/output/content/posts/delta-exports-in-salesforce-b2c-commerce-cloud.md,unmatched
/digging-into-the-b2c-commerce-cloud-24-3-release/,/media/2024/basket-product-line-items-in-sfcc-d24a6fcde8.png,1,,Basket preferences showing the new default limit of 200 product line items.,migration/output/content/posts/digging-into-the-b2c-commerce-cloud-24-3-release.md,unmatched
/digging-into-the-b2c-commerce-cloud-24-3-release/,/media/2024/sfcc-alerts-business-manager-5ad8b6e1f2.png,1,,"Notification settings showing banner, header, and homepage alert placements.",migration/output/content/posts/digging-into-the-b2c-commerce-cloud-24-3-release.md,unmatched
/events-and-the-golden-hoodie/,/media/2022/salesforce-live-belgium-bba64ad521.jpg,1,,Salesforce Live Belgium event slide featuring the author's Golden Hoodie recognition.,migration/output/content/posts/events-and-the-golden-hoodie.md,unmatched
/get-connected-at-salesforce-connections-2022/,/media/2022/cnx-hp-band-one-republic-23e3012477.png,1,,Connections party announcement featuring OneRepublic.,migration/output/content/posts/get-connected-at-salesforce-connections-2022.md,unmatched
/get-connected-at-salesforce-connections-2022/,/media/2022/offer-8124183637.jpg,1,,Invitation graphic for speaking in the Connections 2022 keynote.,migration/output/content/posts/get-connected-at-salesforce-connections-2022.md,unmatched
/getting-to-know-sfra-as-a-developer/,/media/2022/b2c-foundations-2daffad6c6.jpg,1,,Partner Learning Camp catalog showing the B2C Commerce Foundations course.,migration/output/content/posts/getting-to-know-sfra-as-a-developer.md,unmatched
/getting-to-know-sfra-as-a-developer/,/media/2022/learn-commerce-cloud-67eab48d9b.jpg,1,,Archived Learn Commerce Cloud landing page.,migration/output/content/posts/getting-to-know-sfra-as-a-developer.md,unmatched
/getting-to-know-the-sfcc-24-4-release/,/media/2024/ecdn-config-in-business-manager-staging-a7d7b2d965.png,1,,Staging Business Manager with Embedded CDN Settings highlighted.,migration/output/content/posts/getting-to-know-the-sfcc-24-4-release.md,unmatched
/getting-to-know-the-sfcc-24-4-release/,/media/2024/images-in-sfcc-page-designer-2ae797ab98.png,1,,"Page Designer media picker showing support for browsing up to 1,000 images in one folder.",migration/output/content/posts/getting-to-know-the-sfcc-24-4-release.md,unmatched
/getting-to-know-the-sfcc-24-4-release/,/media/2024/searchable-attributes-in-commerce-cloud-db3ab0524f.png,1,,Searchable Attributes settings showing Autocorrection defaulting to No.,migration/output/content/posts/getting-to-know-the-sfcc-24-4-release.md,unmatched
/helpful-salesforce-b2c-commerce-cloud-cartridges/,/media/2022/custom-feed-9148030910.png,1,,Custom Feeds configuration screen with a Google feed example.,migration/output/content/posts/helpful-salesforce-b2c-commerce-cloud-cartridges.md,unmatched
/helpful-salesforce-b2c-commerce-cloud-cartridges/,/media/2022/page-designer-plus-9eedd5b72f.jpg,1,,Page Designer Plus example showing enhanced page-building components.,migration/output/content/posts/helpful-salesforce-b2c-commerce-cloud-cartridges.md,unmatched
/helpful-salesforce-b2c-commerce-cloud-cartridges/,/media/2022/resource-manager-4a86b3a33c.png,1,,Resource Manager interface inside Business Manager.,migration/output/content/posts/helpful-salesforce-b2c-commerce-cloud-cartridges.md,unmatched
/helpful-salesforce-b2c-commerce-cloud-cli-tools/,/media/2022/b2c-tools-ff2c3df29f.svg,1,,B2C Tools CLI graphic illustrating migration support between environments.,migration/output/content/posts/helpful-salesforce-b2c-commerce-cloud-cli-tools.md,unmatched
/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,/media/2022/cartridges-webdav-88a388e63c.jpg,1,,Development Setup page with the cartridges WebDAV endpoint.,migration/output/content/posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud.md,unmatched
/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,/media/2022/code-version-26171e5278.jpg,1,,Active code version folder containing the .apiversion file.,migration/output/content/posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud.md,unmatched
/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,/media/2022/hackerman-hr-6b82b63667.jpg,1,,Illustration signaling a risky attempt to bypass the standard upgrade path.,migration/output/content/posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud.md,unmatched
/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,/media/2022/manipulate-form-code-compatibility-1d501b0279.jpg,1,,Compatibility mode form showing the limited version options in Business Manager.,migration/output/content/posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud.md,unmatched
/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,/media/2022/new-code-version-d4f4f68888.jpg,1,,Manage Code Versions screen after the compatibility mode change is applied.,migration/output/content/posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud.md,unmatched
/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud/,/media/2022/webdav-overview-38949e23ef.jpg,1,,WebDAV directory listing for the active code version.,migration/output/content/posts/how-to-change-the-code-compatibility-mode-in-salesforce-b2c-commerce-cloud.md,unmatched
/how-to-filter-jsdoc-in-storybook-autodocs/,/media/2023/storybook-jsdocs-after-8063d0ff66.png,1,,"Storybook Autodocs after filtering, showing only the cleaned description.",migration/output/content/posts/how-to-filter-jsdoc-in-storybook-autodocs.md,unmatched
/how-to-filter-jsdoc-in-storybook-autodocs/,/media/2023/storybook-jsdocs-before-90d7cc5222.png,1,,"Storybook Autodocs before filtering, showing excessive JSDoc output.",migration/output/content/posts/how-to-filter-jsdoc-in-storybook-autodocs.md,unmatched
/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox/,/media/2022/trailhead-academy-77b0322d57.jpeg,1,,Trailhead Academy branding for the paid sandbox training option.,migration/output/content/posts/how-to-get-a-salesforce-b2c-commerce-cloud-sandbox.md,unmatched
/how-to-use-node-18-with-sfra/,/media/2023/upgrading-libraries-developer-d40cf53b81.jpg,1,,Developer reviewing dependency updates after a failed npm resolution.,migration/output/content/posts/how-to-use-node-18-with-sfra.md,unmatched
/how-to-use-ocapi-scapi-hooks/,/media/2022/26df11a8-62ec-44cd-bf3b-6ff9ab46bee8-5598d60cbd.jpg,1,,"Illustration representing the before, after, and modifyResponse hook flow.",migration/output/content/posts/how-to-use-ocapi-scapi-hooks.md,unmatched
/how-to-use-ocapi-scapi-hooks/,/media/2022/feature-switch-scapi-hooks-9a09bc135b.jpg,1,,Feature switch screen used to enable SCAPI hooks in Business Manager.,migration/output/content/posts/how-to-use-ocapi-scapi-hooks.md,unmatched
/how-to-use-ocapi-scapi-hooks/,/media/2022/hook-return-behaviour-91893c6015.jpg,1,,Documentation excerpt showing hook return behavior for a specific endpoint.,migration/output/content/posts/how-to-use-ocapi-scapi-hooks.md,unmatched
/how-to-use-ocapi-scapi-hooks/,/media/2022/hooks-return-status-to-short-circuit-806c56df79.jpg,1,,Hook response example where returning Status.OK short-circuits later hooks.,migration/output/content/posts/how-to-use-ocapi-scapi-hooks.md,unmatched
/how-to-use-ocapi-scapi-hooks/,/media/2022/screenshot-2022-06-01-at-20-31-35-e1654104790984-f648d18f90.png,1,,Hook documentation showing the exported function name and parameters.,migration/output/content/posts/how-to-use-ocapi-scapi-hooks.md,unmatched
/ideas/page-designer-add-ability-to-copy-paste-components/,/media/2022/experience-cloud-9470ae566b.png,1,,Experience Cloud page editor shown as the conceptual reference for Page Designer.,migration/output/content/pages/page-designer-add-ability-to-copy-paste-components.md,unmatched
/ideas/page-designer-dynamic-pages-optional-subcategories/,/media/2022/page-designer-subcategories-8ed50d99ab.png,1,,Page Designer category assignment screen showing how a page is linked to a category.,migration/output/content/pages/page-designer-dynamic-pages-optional-subcategories.md,unmatched
/image-ine-sfcc-dis-for-developers/,/media/2025/developer-and-dis-are-friends-scaled-e1752256621645-8ebda34ef5.jpeg,1,,Developer and cloud mascot shaking hands to symbolize storefront code working with DIS transformations.,migration/output/content/posts/image-ine-sfcc-dis-for-developers.md,unmatched
/image-ine-sfcc-dis-for-developers/,/media/2025/sfcc-when-not-to-use-dis-8b8b9ec0b1.jpeg,1,,Fork-in-the-road illustration comparing DIS with third-party CDN and DAM options.,migration/output/content/posts/image-ine-sfcc-dis-for-developers.md,unmatched
/is-salesforce-certification-worth-it/,/media/2022/benefit-a5b0552ef8.jpg,1,,Illustration emphasizing the wider benefits of certification.,migration/output/content/posts/is-salesforce-certification-worth-it.md,unmatched
/is-salesforce-certification-worth-it/,/media/2022/reality-is-a-harsh-mistress-f67c988867.jpg,1,,Illustration introducing the harsher realities behind certifications.,migration/output/content/posts/is-salesforce-certification-worth-it.md,unmatched
/is-salesforce-certification-worth-it/,/media/2022/you-dont-hire-for-skills-you-hire-for-attitude-you-0d3739fc5c.jpg,1,,Simon Sinek quote about hiring for attitude rather than only skills.,migration/output/content/posts/is-salesforce-certification-worth-it.md,unmatched
/it-sure-has-been-quiet-on-this-blog/,/media/2024/fastforward-storybook-7ad70ee20d.jpg,1,,FastForward Business Manager Accelerator Storybook interface.,migration/output/content/posts/it-sure-has-been-quiet-on-this-blog.md,unmatched
/it-sure-has-been-quiet-on-this-blog/,/media/2024/img-7215-47b9f2d828.jpeg,1,,Nanoleaf wall panels configured to display the day's weather for the kids.,migration/output/content/posts/it-sure-has-been-quiet-on-this-blog.md,unmatched
/lets-go-live-customer-migration/,/media/2022/data-breach-7096540e7a.jpg,1,,Security illustration introducing the risks of mishandling customer data.,migration/output/content/posts/lets-go-live-customer-migration.md,unmatched
/lets-go-live-customer-migration/,/media/2022/robot-monitoring-a-screen-4af85584a4.jpg,1,,Monitoring illustration for post-go-live customer migration checks.,migration/output/content/posts/lets-go-live-customer-migration.md,unmatched
/leveraging-generic-mappings-in-sfcc/,/media/2023/job-import-generic-mapping-2cce4b36aa.jpg,1,,Job configuration showing the ImportKeyValueMapping step for generic mappings.,migration/output/content/posts/leveraging-generic-mappings-in-sfcc.md,unmatched
/life-is-about-choices/,/media/2023/img-0051-979cd7bd1c.jpeg,1,,Comic-style family portrait at the zoo underscoring the family-priority theme.,migration/output/content/posts/life-is-about-choices.md,unmatched
/life-is-about-choices/,/media/2023/img-0058-3f3716c170.jpeg,1,,Split-scene illustration contrasting visible career success with unseen sacrifices at home.,migration/output/content/posts/life-is-about-choices.md,unmatched
/local-vs-shared-variation-attributes-sfcc/,/media/2025/defining-shared-variation-attributes-92b82313b9.png,1,,Business Manager path for configuring shared variation attributes.,migration/output/content/posts/local-vs-shared-variation-attributes-sfcc.md,unmatched
/local-vs-shared-variation-attributes-sfcc/,/media/2025/local-variation-attributes-5fad46fb81.png,1,,Product Variations tab showing local variation attributes.,migration/output/content/posts/local-vs-shared-variation-attributes-sfcc.md,unmatched
/local-vs-shared-variation-attributes-sfcc/,/media/2025/shared-variation-attributes-0d55796d17.png,1,,Product Variations tab showing shared variation attributes.,migration/output/content/posts/local-vs-shared-variation-attributes-sfcc.md,unmatched
/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,/media/2023/configure-chunk-job-business-manager-ce41f2bdab.jpg,1,,Chunk-oriented job step configuration screen in Business Manager.,migration/output/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud.md,unmatched
/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,/media/2023/sfcc-job-status-total-count-chunks-299b79ade4.png,1,,Job status view showing processed items when total-count is enabled.,migration/output/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud.md,unmatched
/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,/media/2023/sfcc-job-status-total-count-chunks-with-total-e82b2b178e.png,1,,Job status view without total-count information for comparison.,migration/output/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud.md,unmatched
/navigating-dates-calendars-in-sfcc/,/media/2023/calendar-constructor-warning-83ef0dcd2b.png,1,,Documentation warning about Calendar constructor dates being interpreted in GMT.,migration/output/content/posts/navigating-dates-calendars-in-sfcc.md,unmatched
/navigating-dates-calendars-in-sfcc/,/media/2023/calendar-to-date-warning-a652a2a931.png,1,,Documentation warning that Calendar.toDate loses the configured time zone and returns GMT.,migration/output/content/posts/navigating-dates-calendars-in-sfcc.md,unmatched
/non-technical-sfcc-certifications/,/media/2022/business-analyst-scaled-e1656834912690-1350424ea9.jpg,1,,Illustration representing the Business Analyst certification track.,migration/output/content/posts/non-technical-sfcc-certifications.md,unmatched
/non-technical-sfcc-certifications/,/media/2022/sales-25d69d411e.jpg,1,,Illustration representing the Indirect Sales accreditation path.,migration/output/content/posts/non-technical-sfcc-certifications.md,unmatched
/reflecting-on-2-years-of-blogging/,/media/2024/1601710443407-d2c723ac02.jpeg,1,,Hands-on electronics setup reflecting the return to tinkering as a hobby.,migration/output/content/posts/reflecting-on-2-years-of-blogging.md,unmatched
/salesforce-b2c-commerce-cloud-22-10/,/media/2022/e0468610-0e86-403f-b486-743a38d4b763-d68cf607f8.png,1,,PWA Kit release graphic for version 2.2.0.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-10.md,unmatched
/salesforce-b2c-commerce-cloud-22-10/,/media/2022/ecdn-staging-464848555e.jpg,1,,Staging eCDN configuration flow for a hybrid storefront.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-10.md,unmatched
/salesforce-b2c-commerce-cloud-22-10/,/media/2022/new-hook-basket-f116a5da90.jpg,1,,beforePOST v2 basket hook reference in the API documentation.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-10.md,unmatched
/salesforce-b2c-commerce-cloud-22-10/,/media/2022/origin-shielding-phase3-d9fa09fa33.jpg,1,,Origin shielding rollout note for Demandware.net lockdown.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-10.md,unmatched
/salesforce-b2c-commerce-cloud-22-10/,/media/2022/sfra-vs-sitegenesis-965c09b9a6.jpg,1,,Comparison between SiteGenesis and SFRA storefront stacks.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-10.md,unmatched
/salesforce-b2c-commerce-cloud-22-10/,/media/2022/tiktok-bm-9172b705bb.jpg,1,,Business Manager view for the TikTok integration cartridge.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-10.md,unmatched
/salesforce-b2c-commerce-cloud-22-8/,/media/2022/1da84b9d-7a51-4f6f-bcb0-b0217c4e5cb7-bf0735587c.jpeg,1,,"Change History interface for campaigns, promotions, and coupons.",migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,unmatched
/salesforce-b2c-commerce-cloud-22-8/,/media/2022/ecdn-interface-update-8e83d9ac74.png,1,,Updated eCDN interface workflow for creating storefront zones.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,unmatched
/salesforce-b2c-commerce-cloud-22-8/,/media/2022/great-power-responsibility-844bd031ba.jpg,1,,Superhero-style illustration warning that higher HTTPClient limits still require restraint.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,unmatched
/salesforce-b2c-commerce-cloud-22-8/,/media/2022/site-specific-quota-limit-information-c67623c0c3.png,1,,Quota settings showing site-specific limit handling.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-8.md,unmatched
/salesforce-b2c-commerce-cloud-22-9-release/,/media/2022/upload-limit-relaxed-stonks-meme-f8e9bd0b5b.jpg,1,,Meme-style graphic celebrating the higher WebDAV upload limit.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-9-release.md,unmatched
/salesforce-b2c-commerce-cloud-22-9-release/,/media/2022/venmo-d5992ec262.jpg,1,,AfterPay and Venmo payment options highlighted for Salesforce Payments.,migration/output/content/posts/salesforce-b2c-commerce-cloud-22-9-release.md,unmatched
/salesforce-b2c-commerce-cloud-23-1/,/media/2022/hsts-812238f9bc.jpg,1,,HSTS max-age setting shown in the eCDN interface.,migration/output/content/posts/salesforce-b2c-commerce-cloud-23-1.md,unmatched
/salesforce-b2c-commerce-cloud-23-1/,/media/2022/hsts-business-manager-sfcc-95dbd0264e.jpg,1,,HSTS max-age setting shown in Business Manager.,migration/output/content/posts/salesforce-b2c-commerce-cloud-23-1.md,unmatched
/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,/media/2023/ecdn-renewable-certificates-ae09665c51.png,1,,Business Manager screen for renewable eCDN certificates in the 23.10 release.,migration/output/content/posts/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview.md,unmatched
/salesforce-b2c-commerce-cloud-23-2/,/media/2023/page-designer-move-e9d6ec4100.gif,1,,Old drag-and-drop component movement in Page Designer.,migration/output/content/posts/salesforce-b2c-commerce-cloud-23-2.md,unmatched
/salesforce-b2c-commerce-cloud-23-2/,/media/2023/page-designer-structure-oldv2-56ca8ab276.jpeg,1,,Old Page Designer structure before the 23.2 redesign.,migration/output/content/posts/salesforce-b2c-commerce-cloud-23-2.md,unmatched
/salesforce-b2c-commerce-cloud-23-3-release/,/media/2023/salesforce-appexchange-654f2875a8.png,1,,AppExchange partner program artwork used for the trial sandbox announcement.,migration/output/content/posts/salesforce-b2c-commerce-cloud-23-3-release.md,unmatched
/salesforce-b2c-commerce-cloud-23-3-release/,/media/2023/slas-admin-ui-1dc5370339.jpg,1,,SLAS Admin UI updated in the 23.3 release.,migration/output/content/posts/salesforce-b2c-commerce-cloud-23-3-release.md,unmatched
/salesforce-b2c-commerce-cloud-catalog-erd/,/media/2023/salesforce-b2c-commerce-cloud-diagram-product-catalog-erd-1-786d548825.png,1,,Product and catalog entity relationship diagram for Salesforce B2C Commerce Cloud.,migration/output/content/posts/salesforce-b2c-commerce-cloud-catalog-erd.md,unmatched
/salesforce-b2c-commerce-cloud-content-erd/,/media/2023/salesforce-b2c-commerce-cloud-diagram-content-erd-1-9255609590.png,1,,Content entity relationship diagram for Salesforce B2C Commerce Cloud.,migration/output/content/posts/salesforce-b2c-commerce-cloud-content-erd.md,unmatched
/salesforce-b2c-commerce-cloud-customer-erd/,/media/2023/salesforce-b2c-commerce-cloud-diagram-customer-erd-0511da2fc0.png,1,,Customer entity relationship diagram for Salesforce B2C Commerce Cloud.,migration/output/content/posts/salesforce-b2c-commerce-cloud-customer-erd.md,unmatched
/salesforce-b2c-commerce-cloud-october-updates/,/media/2022/slas-trusted-agent-099b4e2206.png,1,,Diagram showing SLAS trusted-agent authentication in the October updates article.,migration/output/content/posts/salesforce-b2c-commerce-cloud-october-updates.md,unmatched
/salesforce-b2c-commerce-cloud-the-22-7-release/,/media/2022/social-commerce-salesforce-a88048dff4.jpg,1,,Social commerce artwork introducing the 22.7 release theme.,migration/output/content/posts/salesforce-b2c-commerce-cloud-the-22-7-release.md,unmatched
/salesforce-b2c-commerce-the-22-5-release/,/media/2022/control-center-ods-scheduler-6e883d6157.png,1,,Control Center scheduler for planning on-demand sandbox uptime.,migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,unmatched
/salesforce-b2c-commerce-the-22-5-release/,/media/2022/klarnastripe-6dabc3b122.jpg,1,,Klarna availability within the Salesforce Payments and Stripe flow.,migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,unmatched
/salesforce-b2c-commerce-the-22-5-release/,/media/2022/product-exclusion-list-rule-based-0acada8ea8.png,1,,Rule-based categorization screen showing product exclusion rules.,migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,unmatched
/salesforce-b2c-commerce-the-22-5-release/,/media/2022/tiktok-for-business-e34f4d0876.jpeg,1,,TikTok for Business branding used for the beta integration announcement.,migration/output/content/posts/salesforce-b2c-commerce-the-22-5-release.md,unmatched
/salesforce-commerce-cloud-products/,/media/2022/atonit-tableau-9dae3f80c1.png,1,,Marketplace analytics dashboard from the Atonit product suite.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-commerce-cloud-products/,/media/2022/b2b-lightning-b6e80d0718.png,1,,B2B Commerce experience built with Lightning components.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-commerce-cloud-products/,/media/2022/cloudcraze-cd6f91241b.png,1,,CloudCraze storefront example in the Salesforce CRM environment.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-commerce-cloud-products/,/media/2022/omnichannel-inventory-0b29da8f29.png,1,,Omnichannel Inventory dashboard for shared stock visibility.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-commerce-cloud-products/,/media/2022/pwa-kit-comparison-07aff406fd.png,1,,Composable Storefront architecture comparing the PWA Kit deployment model.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-commerce-cloud-products/,/media/2022/salesforce-b2b2c-6f2e4e7217.webp,1,,Commerce on Core storefront for direct-to-consumer selling.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-commerce-cloud-products/,/media/2022/salesforce-order-management-533a060e99.png,1,,Salesforce Order Management workspace connected to commerce operations.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-commerce-cloud-products/,/media/2022/sfra-vs-sitegenesis-965c09b9a6.jpg,1,,Comparison between SiteGenesis and SFRA storefront stacks.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-commerce-cloud-products/,/media/2023/salesforce-payments-7926558e4f.jpg,1,,Salesforce Payments workspace tied to a Stripe-backed checkout flow.,migration/output/content/posts/salesforce-commerce-cloud-products.md,unmatched
/salesforce-connections-2024-and-sfcc/,/media/2024/img-4015-9ece77c62f.jpeg,1,,Wide stadium view from the upper stands looking down at the concert stage.,migration/output/content/posts/salesforce-connections-2024-and-sfcc.md,unmatched
/salesforce-payments-experience-explained/,/media/2023/salesforce-payments-7926558e4f.jpg,1,,Salesforce Payments promotional artwork introducing the getting-started resources.,migration/output/content/posts/salesforce-payments-experience-explained.md,unmatched
