legacy_url,target_url,route_class,content_file,source_artifact,public_artifact,status,actual_outcome,notes
/pdf-and-salesforce-commerce-cloud-b2c/,/pdf-and-salesforce-commerce-cloud-b2c/,post,posts/pdf-and-salesforce-commerce-cloud-b2c.md,,pdf-and-salesforce-commerce-cloud-b2c/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/podcasts-for-salesforce-b2c-commerce-cloud/,/podcasts-for-salesforce-b2c-commerce-cloud/,post,posts/podcasts-for-salesforce-b2c-commerce-cloud.md,,podcasts-for-salesforce-b2c-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/preparing-for-the-b2c-commerce-developer-certification/,/preparing-for-the-b2c-commerce-developer-certification/,post,posts/preparing-for-the-b2c-commerce-developer-certification.md,,preparing-for-the-b2c-commerce-developer-certification/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/privacy-policy/,/privacy-policy/,page,pages/privacy-policy.md,,privacy-policy/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/real-time-inventory-checks-in-sfcc/,/real-time-inventory-checks-in-sfcc/,post,posts/real-time-inventory-checks-in-sfcc.md,,real-time-inventory-checks-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/reflecting-on-2-years-of-blogging/,/reflecting-on-2-years-of-blogging/,post,posts/reflecting-on-2-years-of-blogging.md,,reflecting-on-2-years-of-blogging/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/robots.txt,/robots.txt,system,,,robots.txt,pass,generated-system-file,Keep route is preserved as a generated system file in the built output.
/salesforce-b2c-commerce-cloud-22-10/,/salesforce-b2c-commerce-cloud-22-10/,post,posts/salesforce-b2c-commerce-cloud-22-10.md,,salesforce-b2c-commerce-cloud-22-10/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-22-8/,/salesforce-b2c-commerce-cloud-22-8/,post,posts/salesforce-b2c-commerce-cloud-22-8.md,,salesforce-b2c-commerce-cloud-22-8/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-22-9-release/,/salesforce-b2c-commerce-cloud-22-9-release/,post,posts/salesforce-b2c-commerce-cloud-22-9-release.md,,salesforce-b2c-commerce-cloud-22-9-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-23-1/,/salesforce-b2c-commerce-cloud-23-1/,post,posts/salesforce-b2c-commerce-cloud-23-1.md,,salesforce-b2c-commerce-cloud-23-1/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,post,posts/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview.md,,salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-23-2/,/salesforce-b2c-commerce-cloud-23-2/,post,posts/salesforce-b2c-commerce-cloud-23-2.md,,salesforce-b2c-commerce-cloud-23-2/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-23-3-release/,/salesforce-b2c-commerce-cloud-23-3-release/,post,posts/salesforce-b2c-commerce-cloud-23-3-release.md,,salesforce-b2c-commerce-cloud-23-3-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-catalog-erd/,/salesforce-b2c-commerce-cloud-catalog-erd/,post,posts/salesforce-b2c-commerce-cloud-catalog-erd.md,,salesforce-b2c-commerce-cloud-catalog-erd/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-content-erd/,/salesforce-b2c-commerce-cloud-content-erd/,post,posts/salesforce-b2c-commerce-cloud-content-erd.md,,salesforce-b2c-commerce-cloud-content-erd/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-customer-erd/,/salesforce-b2c-commerce-cloud-customer-erd/,post,posts/salesforce-b2c-commerce-cloud-customer-erd.md,,salesforce-b2c-commerce-cloud-customer-erd/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-documentation/,/salesforce-b2c-commerce-cloud-documentation/,post,posts/salesforce-b2c-commerce-cloud-documentation.md,,salesforce-b2c-commerce-cloud-documentation/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-erd/,/salesforce-b2c-commerce-cloud-erd/,page,pages/salesforce-b2c-commerce-cloud-erd.md,,salesforce-b2c-commerce-cloud-erd/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-governance-and-quotas/,/salesforce-b2c-commerce-cloud-governance-and-quotas/,post,posts/salesforce-b2c-commerce-cloud-governance-and-quotas.md,,salesforce-b2c-commerce-cloud-governance-and-quotas/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-november-2022-updates/,/salesforce-b2c-commerce-cloud-november-2022-updates/,post,posts/salesforce-b2c-commerce-cloud-november-2022-updates.md,,salesforce-b2c-commerce-cloud-november-2022-updates/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-october-updates/,/salesforce-b2c-commerce-cloud-october-updates/,post,posts/salesforce-b2c-commerce-cloud-october-updates.md,,salesforce-b2c-commerce-cloud-october-updates/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-cloud-the-22-7-release/,/salesforce-b2c-commerce-cloud-the-22-7-release/,post,posts/salesforce-b2c-commerce-cloud-the-22-7-release.md,,salesforce-b2c-commerce-cloud-the-22-7-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-the-22-5-release/,/salesforce-b2c-commerce-the-22-5-release/,post,posts/salesforce-b2c-commerce-the-22-5-release.md,,salesforce-b2c-commerce-the-22-5-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-b2c-commerce-the-22-6-release/,/salesforce-b2c-commerce-the-22-6-release/,post,posts/salesforce-b2c-commerce-the-22-6-release.md,,salesforce-b2c-commerce-the-22-6-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-commerce-cloud-products/,/salesforce-commerce-cloud-products/,post,posts/salesforce-commerce-cloud-products.md,,salesforce-commerce-cloud-products/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-connections-2024-and-sfcc/,/salesforce-connections-2024-and-sfcc/,post,posts/salesforce-connections-2024-and-sfcc.md,,salesforce-connections-2024-and-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/salesforce-payments-experience-explained/,/salesforce-payments-experience-explained/,post,posts/salesforce-payments-experience-explained.md,,salesforce-payments-experience-explained/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/secure-coding-in-salesforce-b2c-commerce-cloud/,/secure-coding-in-salesforce-b2c-commerce-cloud/,post,posts/secure-coding-in-salesforce-b2c-commerce-cloud.md,,secure-coding-in-salesforce-b2c-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/sending-emails-from-sfcc/,/sending-emails-from-sfcc/,post,posts/sending-emails-from-sfcc.md,,sending-emails-from-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/server-side-performance-in-sfcc/,/server-side-performance-in-sfcc/,post,posts/server-side-performance-in-sfcc.md,,server-side-performance-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/sfcc-24-1-release-a-new-year-update/,/sfcc-24-1-release-a-new-year-update/,post,posts/sfcc-24-1-release-a-new-year-update.md,,sfcc-24-1-release-a-new-year-update/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/sfcc-basket-order-erd/,/sfcc-basket-order-erd/,post,posts/sfcc-basket-order-erd.md,,sfcc-basket-order-erd/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/sfcc-introduction/,/sfcc-introduction/,video,posts/sfcc-introduction.md,,sfcc-introduction/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/sfcc-url-cracking-the-code/,/sfcc-url-cracking-the-code/,post,posts/sfcc-url-cracking-the-code.md,,sfcc-url-cracking-the-code/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/should-i-get-javascript-developer-i-certified/,/should-i-get-javascript-developer-i-certified/,post,posts/should-i-get-javascript-developer-i-certified.md,,should-i-get-javascript-developer-i-certified/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,/should-i-use-sfra-rest-endpoints-in-a-composable-storefront/,post,posts/should-i-use-sfra-rest-endpoints-in-a-composable-storefront.md,,should-i-use-sfra-rest-endpoints-in-a-composable-storefront/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/simplifying-the-salesforce-order-of-execution/,/simplifying-the-salesforce-order-of-execution/,post,posts/simplifying-the-salesforce-order-of-execution.md,,simplifying-the-salesforce-order-of-execution/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/sitegenesis-vs-sfra-vs-pwa/,/sitegenesis-vs-sfra-vs-pwa/,video,posts/sitegenesis-vs-sfra-vs-pwa.md,,sitegenesis-vs-sfra-vs-pwa/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/sitemap.xml,/sitemap.xml,system,,,sitemap.xml,pass,generated-system-file,Keep route is preserved as a generated system file in the built output.
/slas-in-sfra-or-sitegenesis/,/slas-in-sfra-or-sitegenesis/,post,posts/slas-in-sfra-or-sitegenesis.md,,slas-in-sfra-or-sitegenesis/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/slicing-versus-variation-groups-in-sfcc/,/slicing-versus-variation-groups-in-sfcc/,post,posts/slicing-versus-variation-groups-in-sfcc.md,,slicing-versus-variation-groups-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/storefront-protection-in-the-pwa-kit/,/storefront-protection-in-the-pwa-kit/,post,posts/storefront-protection-in-the-pwa-kit.md,,storefront-protection-in-the-pwa-kit/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,/submit-multipart-form-data-to-a-third-party-service-in-sfcc/,post,posts/submit-multipart-form-data-to-a-third-party-service-in-sfcc.md,,submit-multipart-form-data-to-a-third-party-service-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/submitting-a-file-to-a-third-party-service-in-sfcc/,/submitting-a-file-to-a-third-party-service-in-sfcc/,post,posts/submitting-a-file-to-a-third-party-service-in-sfcc.md,,submitting-a-file-to-a-third-party-service-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/swc-and-storybook-error-failed-to-load-native-binding/,/swc-and-storybook-error-failed-to-load-native-binding/,page,pages/swc-and-storybook-error-failed-to-load-native-binding.md,,swc-and-storybook-error-failed-to-load-native-binding/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/,post,posts/taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules.md,,taming-the-beast-a-developers-deep-dive-into-sfcc-meta-tag-rules/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-attribute-fallback-system-in-sfcc/,/the-attribute-fallback-system-in-sfcc/,post,posts/the-attribute-fallback-system-in-sfcc.md,,the-attribute-fallback-system-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-b2c-commerce-architect-certification/,/the-b2c-commerce-architect-certification/,post,posts/the-b2c-commerce-architect-certification.md,,the-b2c-commerce-architect-certification/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-createorders-api-in-sfcc/,/the-createorders-api-in-sfcc/,post,posts/the-createorders-api-in-sfcc.md,,the-createorders-api-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-deprecation-of-the-uuid-token-for-api-clients/,/the-deprecation-of-the-uuid-token-for-api-clients/,post,posts/the-deprecation-of-the-uuid-token-for-api-clients.md,,the-deprecation-of-the-uuid-token-for-api-clients/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-importance-of-origin-shielding/,/the-importance-of-origin-shielding/,post,posts/the-importance-of-origin-shielding.md,,the-importance-of-origin-shielding/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-journey-from-developer-to-architect/,/the-journey-from-developer-to-architect/,post,posts/the-journey-from-developer-to-architect.md,,the-journey-from-developer-to-architect/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-latest-in-sfcc-version-24-7/,/the-latest-in-sfcc-version-24-7/,post,posts/the-latest-in-sfcc-version-24-7.md,,the-latest-in-sfcc-version-24-7/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-move-from-on-site-to-remote/,/the-move-from-on-site-to-remote/,post,posts/the-move-from-on-site-to-remote.md,,the-move-from-on-site-to-remote/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/,post,posts/the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer.md,,the-move-from-sitegenesis-and-sfra-to-the-composable-storefront-as-a-developer/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-path-to-being-an-architect/,/the-path-to-being-an-architect/,page,pages/the-path-to-being-an-architect.md,,the-path-to-being-an-architect/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-realm-split-field-guide-to-migrating-an-sfcc-site/,/the-realm-split-field-guide-to-migrating-an-sfcc-site/,post,posts/the-realm-split-field-guide-to-migrating-an-sfcc-site.md,,the-realm-split-field-guide-to-migrating-an-sfcc-site/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-request-body-in-an-sfcc-controller/,/the-request-body-in-an-sfcc-controller/,post,posts/the-request-body-in-an-sfcc-controller.md,,the-request-body-in-an-sfcc-controller/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-salesforce-b2c-commerce-cloud-environment/,/the-salesforce-b2c-commerce-cloud-environment/,post,posts/the-salesforce-b2c-commerce-cloud-environment.md,,the-salesforce-b2c-commerce-cloud-environment/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-sfcc-guide-to-finding-pod-numbers/,/the-sfcc-guide-to-finding-pod-numbers/,post,posts/the-sfcc-guide-to-finding-pod-numbers.md,,the-sfcc-guide-to-finding-pod-numbers/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-state-of-ohana-for-salesforce-commerce-cloud/,/the-state-of-ohana-for-salesforce-commerce-cloud/,post,posts/the-state-of-ohana-for-salesforce-commerce-cloud.md,,the-state-of-ohana-for-salesforce-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/the-sunsetting-of-arc300-architect-b2c-commerce-solutions/,/the-sunsetting-of-arc300-architect-b2c-commerce-solutions/,post,posts/the-sunsetting-of-arc300-architect-b2c-commerce-solutions.md,,the-sunsetting-of-arc300-architect-b2c-commerce-solutions/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/third-party-api-caching-in-commerce-cloud/,/third-party-api-caching-in-commerce-cloud/,post,posts/third-party-api-caching-in-commerce-cloud.md,,third-party-api-caching-in-commerce-cloud/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/three-things-to-secure-sfcc/,/three-things-to-secure-sfcc/,post,posts/three-things-to-secure-sfcc.md,,three-things-to-secure-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/trailblazerdx-2022-for-b2c-commerce/,/trailblazerdx-2022-for-b2c-commerce/,post,posts/trailblazerdx-2022-for-b2c-commerce.md,,trailblazerdx-2022-for-b2c-commerce/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/understanding-locale-fallback-in-sfcc/,/understanding-locale-fallback-in-sfcc/,post,posts/understanding-locale-fallback-in-sfcc.md,,understanding-locale-fallback-in-sfcc/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/understanding-sfcc-instances/,/understanding-sfcc-instances/,post,posts/understanding-sfcc-instances.md,,understanding-sfcc-instances/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/unravelling-the-mystery-of-dates-in-the-ocapi/,/unravelling-the-mystery-of-dates-in-the-ocapi/,post,posts/unravelling-the-mystery-of-dates-in-the-ocapi.md,,unravelling-the-mystery-of-dates-in-the-ocapi/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/versioning-of-content-assets/,/versioning-of-content-assets/,page,pages/versioning-of-content-assets.md,,versioning-of-content-assets/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/video/,/video/,page,pages/video.md,,video/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-can-i-use-chatgpt-for-when-working-with-salesforce/,/what-can-i-use-chatgpt-for-when-working-with-salesforce/,post,posts/what-can-i-use-chatgpt-for-when-working-with-salesforce.md,,what-can-i-use-chatgpt-for-when-working-with-salesforce/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-does-the-composable-storefront-mean-for-sfcc-developers/,/what-does-the-composable-storefront-mean-for-sfcc-developers/,post,posts/what-does-the-composable-storefront-mean-for-sfcc-developers.md,,what-does-the-composable-storefront-mean-for-sfcc-developers/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-is-commerce-on-core/,/what-is-commerce-on-core/,post,posts/what-is-commerce-on-core.md,,what-is-commerce-on-core/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-is-new-in-sfcc-24-6/,/what-is-new-in-sfcc-24-6/,post,posts/what-is-new-in-sfcc-24-6.md,,what-is-new-in-sfcc-24-6/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-is-new-in-the-23-8-commerce-cloud-release/,/what-is-new-in-the-23-8-commerce-cloud-release/,video,posts/what-is-new-in-the-23-8-commerce-cloud-release.md,,what-is-new-in-the-23-8-commerce-cloud-release/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-is-oci-omnichannel-inventory/,/what-is-oci-omnichannel-inventory/,post,posts/what-is-oci-omnichannel-inventory.md,,what-is-oci-omnichannel-inventory/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-is-the-ocapi-session-bridge/,/what-is-the-ocapi-session-bridge/,post,posts/what-is-the-ocapi-session-bridge.md,,what-is-the-ocapi-session-bridge/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-is-the-sfcc-managed-runtime/,/what-is-the-sfcc-managed-runtime/,post,posts/what-is-the-sfcc-managed-runtime.md,,what-is-the-sfcc-managed-runtime/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/what-skills-do-i-need-as-a-sfcc-architect/,/what-skills-do-i-need-as-a-sfcc-architect/,post,posts/what-skills-do-i-need-as-a-sfcc-architect.md,,what-skills-do-i-need-as-a-sfcc-architect/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/where-is-the-new-sfcc-documentation/,/where-is-the-new-sfcc-documentation/,post,posts/where-is-the-new-sfcc-documentation.md,,where-is-the-new-sfcc-documentation/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/where-to-hook-into-an-sfra-controller/,/where-to-hook-into-an-sfra-controller/,post,posts/where-to-hook-into-an-sfra-controller.md,,where-to-hook-into-an-sfra-controller/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/,post,posts/where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development.md,,where-to-start-when-you-are-new-to-salesforce-b2c-commerce-cloud-development/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/why-circumventing-sfcc-quota-limits-is-a-bad-idea/,/why-circumventing-sfcc-quota-limits-is-a-bad-idea/,post,posts/why-circumventing-sfcc-quota-limits-is-a-bad-idea.md,,why-circumventing-sfcc-quota-limits-is-a-bad-idea/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
/wp-content/uploads/2023/10/2d9abc21-7f77-4b94-81a5-07f15a0c28d3.pdf,/wp-content/uploads/2023/10/2d9abc21-7f77-4b94-81a5-07f15a0c28d3.pdf,attachment,,wp-content/uploads/2023/10/2d9abc21-7f77-4b94-81a5-07f15a0c28d3.pdf,wp-content/uploads/2023/10/2d9abc21-7f77-4b94-81a5-07f15a0c28d3.pdf,pass,live-static-asset,Keep route is preserved as a static asset in both source and built output.
/wp-content/uploads/2023/11/B2C-Commerce-Variation-Group-Guide.pdf,/wp-content/uploads/2023/11/B2C-Commerce-Variation-Group-Guide.pdf,attachment,,wp-content/uploads/2023/11/B2C-Commerce-Variation-Group-Guide.pdf,wp-content/uploads/2023/11/B2C-Commerce-Variation-Group-Guide.pdf,pass,live-static-asset,Keep route is preserved as a static asset in both source and built output.
/wp-content/uploads/2025/03/send_ext_order_feeds_to_einstein.pdf,/wp-content/uploads/2025/03/send_ext_order_feeds_to_einstein.pdf,attachment,,wp-content/uploads/2025/03/send_ext_order_feeds_to_einstein.pdf,wp-content/uploads/2025/03/send_ext_order_feeds_to_einstein.pdf,pass,live-static-asset,Keep route is preserved as a static asset in both source and built output.
/your-definitive-mobile-app-checklist/,/your-definitive-mobile-app-checklist/,post,posts/your-definitive-mobile-app-checklist.md,,your-definitive-mobile-app-checklist/index.html,pass,explicit-frontmatter-route,Keep route is preserved by explicit url front matter on the destination content file.
