audit_id,audit_run_id,audit_date,article_url,source_file,signals,live_h1,local_h1,text_similarity,heading_similarity,code_similarity,baseline_delta_status,manual_verification_status,overall_result,severity,finding_classification,summary,recommended_action,evidence
RHI-RERUN-052,phase-8-rerun-2026-03-16,2026-03-16,/how-to-use-node-18-with-sfra/,src/content/posts/how-to-use-node-18-with-sfra/index.md,code-heavy|node-upgrade,SFRA and Node 18: A Match Made in eCommerce Paradise or Hell?,Using Node 18 with SFRA,0.984,0.667,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: SFRA and Node 18: A Match Made in eCommerce Paradise or Hell?; Local H1: Using Node 18 with SFRA; additional signals: heading drift 0.667.
RHI-RERUN-053,phase-8-rerun-2026-03-16,2026-03-16,/how-to-use-ocapi-scapi-hooks/,src/content/posts/how-to-use-ocapi-scapi-hooks/index.md,code-heavy|longform|update-note,The OCAPI/SCAPI Hooks Playbook: A Deep Dive into Salesforce B2C Commerce Best Practices,Using OCAPI and SCAPI Hooks in SFCC,0.936,0.871,0.997,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: The OCAPI/SCAPI Hooks Playbook: A Deep Dive into Salesforce B2C Commerce Best Practices; Local H1: Using OCAPI and SCAPI Hooks in SFCC; text_similarity=0.936; code_similarity=0.997.
RHI-RERUN-054,phase-8-rerun-2026-03-16,2026-03-16,/image-ine-sfcc-dis-for-developers/,src/content/posts/image-ine-sfcc-dis-for-developers/index.md,code-heavy|inline-parameters,Image-ine: Salesforce B2C Commerce Cloud DIS for Developers,Image-ine: Salesforce B2C Commerce Cloud DIS for Developers,0.945,0.857,0.907,improved,confirmed,pass,none,no-material-drift,Resolved on 2026-03-16. The missing DynamicImage example was restored and the local render now matches the live code-block set.,No further action required.,"Verified after remediation: live/local both render 5 code blocks, raw_url_diff=0, and the final DynamicImage example matches the live page."
RHI-RERUN-055,phase-8-rerun-2026-03-16,2026-03-16,/in-the-ring-ocapi-versus-scapi/,src/content/posts/in-the-ring-ocapi-versus-scapi/index.md,architecture|apis|body-parity,In the ring: OCAPI versus SCAPI,In the ring: OCAPI versus SCAPI,0.918,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.918; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-056,phase-8-rerun-2026-03-16,2026-03-16,/is-salesforce-certification-worth-it/,src/content/posts/is-salesforce-certification-worth-it/index.md,certification|body-parity,Is Salesforce Certification worth it?,Is Salesforce Certification worth it?,0.946,0.733,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.733
RHI-RERUN-057,phase-8-rerun-2026-03-16,2026-03-16,/it-sure-has-been-quiet-on-this-blog/,src/content/posts/it-sure-has-been-quiet-on-this-blog/index.md,code-light|editorial,It sure has been quiet on this blog.,It sure has been quiet on this blog.,0.942,0.667,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://github.com/taurgis/homebridge-iRobot-v2
RHI-RERUN-058,phase-8-rerun-2026-03-16,2026-03-16,/kickstart-guide-for-new-sfcc-developers/,src/content/posts/kickstart-guide-for-new-sfcc-developers/index.md,code-heavy|sfra|cartridge-path,The Kickstart Guide for New Salesforce B2C Commerce Developers,The Kickstart Guide for New Salesforce B2C Commerce Developers,0.925,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.925; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-059,phase-8-rerun-2026-03-16,2026-03-16,/lag-to-riches-a-pwa-kit-developers-guide/,src/content/posts/lag-to-riches-a-pwa-kit-developers-guide/index.md,longform|table-heavy|inline-code,From Lag to Riches: A PWA Kit Developer’s Guide to Storefront Speed,PWA Kit Developer's Guide to Storefront Speed,0.883,1.000,1.000,regressed,automated-flag,needs-review,medium,title-and-body-drift,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.883; title/H1 drift
RHI-RERUN-060,phase-8-rerun-2026-03-16,2026-03-16,/lets-go-live-customer-migration/,src/content/posts/lets-go-live-customer-migration/index.md,operations|go-live|body-parity,Let’s GO-LIVE: Customer Migration,Let’s GO-LIVE: Customer Migration,0.908,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.908; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-061,phase-8-rerun-2026-03-16,2026-03-16,/lets-go-live-ecdn/,src/content/posts/lets-go-live-ecdn/index.md,code-light|warning-text,Let’s GO-LIVE: eCDN,Let’s GO-LIVE: eCDN,0.904,0.895,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://developer.salesforce.com/docs/commerce/commerce-api/references?meta=cdn-api-process-apis:updateSpeedSettings
RHI-RERUN-062,phase-8-rerun-2026-03-16,2026-03-16,/lets-go-live-seo/,src/content/posts/lets-go-live-seo/index.md,seo|go-live|body-parity,Let’s GO-LIVE: SEO,Let's GO-LIVE: SEO,0.891,0.273,1.000,regressed,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.891; heading_similarity=0.273; code_similarity=1; raw_url_diff=0.
RHI-RERUN-063,phase-8-rerun-2026-03-16,2026-03-16,/leveraging-generic-mappings-in-sfcc/,src/content/posts/leveraging-generic-mappings-in-sfcc/index.md,code-heavy|inline-placeholders,Leveraging Generic Mapping for Efficient Data Integration,Leveraging Generic Mapping for Efficient Data Integration,0.928,1.000,1.000,regressed,confirmed,pass,none,no-material-drift,The automated fail was caused by a blank live code block that does not represent reader-facing loss on the local page.,No action required.,Live pre count is 5 because one extracted `<pre>` is empty; the four non-empty rendered examples match the local page.
RHI-RERUN-064,phase-8-rerun-2026-03-16,2026-03-16,/life-is-about-choices/,src/content/posts/life-is-about-choices/index.md,community|editorial|body-parity,Life is about choices,Life is about choices,0.966,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.966; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-065,phase-8-rerun-2026-03-16,2026-03-16,/local-vs-shared-variation-attributes-sfcc/,src/content/posts/local-vs-shared-variation-attributes-sfcc/index.md,code-heavy|xml-snippets,Local vs Shared Variation Attributes in Commerce Cloud,Local vs Shared Variation Attributes in Commerce Cloud,0.956,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.956; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-066,phase-8-rerun-2026-03-16,2026-03-16,/mail-attachments-in-b2c-commerce-cloud/,src/content/posts/mail-attachments-in-b2c-commerce-cloud/index.md,code-heavy|longform,Mail Attachments in B2C Commerce Cloud,Mail Attachments in B2C Commerce Cloud,0.923,1.000,0.711,improved,confirmed,pass,none,no-material-drift,Resolved on 2026-03-16. The later MIME examples were restored and the visible raw ISO-8859-1 URL no longer appears in the local article body.,No further action required.,"Verified after remediation: live/local both render 8 code blocks, code_similarity=0.905, raw_url_diff=0, and the later MIME examples now align with the live page."
RHI-RERUN-067,phase-8-rerun-2026-03-16,2026-03-16,/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/,src/content/posts/mastering-chunk-oriented-job-steps-in-salesforce-b2c-commerce-cloud/index.md,code-heavy,Mastering Chunk-Oriented Job Steps in Salesforce B2C Commerce Cloud,Mastering Chunk-Oriented Job Steps in SFCC,0.950,0.778,1.000,regressed,confirmed,needs-review,medium,title-h1-drift,The code-block count alert is a false positive caused by an empty live block; the remaining observable difference is the shorter local H1.,Decide whether the shorter local H1 should be accepted or aligned to live.,Live pre count is 8 because one extracted `<pre>` is empty; the seven non-empty examples match local. Live H1 is `Mastering Chunk-Oriented Job Steps in Salesforce B2C Commerce Cloud`; local H1 is `Mastering Chunk-Oriented Job Steps in SFCC`.
RHI-RERUN-068,phase-8-rerun-2026-03-16,2026-03-16,/mastering-sitemaps-in-sfcc/,src/content/posts/mastering-sitemaps-in-sfcc/index.md,code-heavy|seo|sitemap-filenames,Mastering Sitemaps in Salesforce B2C Commerce: A Developer’s Guide,Mastering Sitemaps in Salesforce B2C Commerce: A Developer’s Guide,0.905,0.833,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://www.your-pwa.com/sitemap_index.xml>
RHI-RERUN-069,phase-8-rerun-2026-03-16,2026-03-16,/migrate-magento-passwords-using-argon2/,src/content/posts/migrate-magento-passwords-using-argon2/index.md,code-heavy|migration-script,How to migrate passwords from Magento using Argon2,How to migrate passwords from Magento using Argon2,0.881,1.000,0.995,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.881
RHI-RERUN-070,phase-8-rerun-2026-03-16,2026-03-16,/navigating-dates-calendars-in-sfcc/,src/content/posts/navigating-dates-calendars-in-sfcc/index.md,code-heavy|date-api,"Navigating Dates, Calendars, and Timezones in Salesforce B2C Commerce Cloud","Dates, Calendars, and Time Zones in SFCC",0.978,0.846,1.000,regressed,deterministic,needs-review,medium,title-and-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://www.rhino-inquisitor.com/wp-content/uploads/2023/08/storefront-tookit-and-calendars.mov
RHI-RERUN-071,phase-8-rerun-2026-03-16,2026-03-16,/new-apis-and-features-for-a-headless-sfcc/,src/content/posts/new-apis-and-features-for-a-headless-sfcc/index.md,release-notes|headless|media-presentation,New APIs and Features for a Headless B2C Commerce Cloud,New APIs and Features for a Headless B2C Commerce Cloud,0.974,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.974; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-072,phase-8-rerun-2026-03-16,2026-03-16,/non-technical-sfcc-certifications/,src/content/posts/non-technical-sfcc-certifications/index.md,certification|title-drift|body-parity,Salesforce B2C Commerce Certifications for Non-Technical Professionals,Non-Technical Salesforce B2C Commerce Certifications,0.931,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Salesforce B2C Commerce Certifications for Non-Technical Professionals; Local H1: Non-Technical Salesforce B2C Commerce Certifications; text_similarity=0.931; code_similarity=1.
RHI-RERUN-073,phase-8-rerun-2026-03-16,2026-03-16,/office-hours-for-salesforce-b2c-commerce-cloud/,src/content/posts/office-hours-for-salesforce-b2c-commerce-cloud/index.md,community|resource-guide|body-parity,Office Hours for Salesforce B2C Commerce Cloud,Office Hours for Salesforce B2C Commerce Cloud,0.910,0.667,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.667
RHI-RERUN-074,phase-8-rerun-2026-03-16,2026-03-16,/pdf-and-salesforce-commerce-cloud-b2c/,src/content/posts/pdf-and-salesforce-commerce-cloud-b2c/index.md,operations|pdf|body-parity,PDF And Salesforce B2C Commerce Cloud,PDF And Salesforce B2C Commerce Cloud,0.988,0.750,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.988; heading_similarity=0.75; code_similarity=1; raw_url_diff=0.
RHI-RERUN-075,phase-8-rerun-2026-03-16,2026-03-16,/phase-3-performance-baseline/,src/content/posts/phase-3-performance-baseline/index.md,scaffold-fixture|baseline-missing|phase-3,404 Error,Phase 3 Performance Baseline,0.000,0.000,1.000,accepted-exception,confirmed,needs-review,medium,local-only-scaffold-exception,The route is a local scaffold fixture and has no comparable live WordPress article baseline.,Exclude this row from strict live-vs-local parity signoff or track it as a local-only fixture exception.,Front matter sets `scaffoldFixture: true`; local returns 200 while the live route returns 404 and no `.speachify-content` body exists.
RHI-RERUN-076,phase-8-rerun-2026-03-16,2026-03-16,/podcasts-for-salesforce-b2c-commerce-cloud/,src/content/posts/podcasts-for-salesforce-b2c-commerce-cloud/index.md,community|resources|body-parity,Podcasts about Salesforce B2C Commerce Cloud,Podcasts about Salesforce B2C Commerce Cloud,0.967,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.967; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-077,phase-8-rerun-2026-03-16,2026-03-16,/preparing-for-the-b2c-commerce-developer-certification/,src/content/posts/preparing-for-the-b2c-commerce-developer-certification/index.md,code-light|certification|resource-links,Preparing for the B2C Commerce Developer Certification,Preparing for the B2C Commerce Developer Certification,0.885,0.333,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.885; heading drift 0.333
RHI-RERUN-078,phase-8-rerun-2026-03-16,2026-03-16,/real-time-inventory-checks-in-sfcc/,src/content/posts/real-time-inventory-checks-in-sfcc/index.md,operations|inventory|title-drift,Taming Real-Time Inventory Checks in Salesforce B2C Commerce Cloud,Real-Time Inventory Checks in SFCC,0.921,0.700,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Taming Real-Time Inventory Checks in Salesforce B2C Commerce Cloud; Local H1: Real-Time Inventory Checks in SFCC; additional signals: heading drift 0.700.
RHI-RERUN-079,phase-8-rerun-2026-03-16,2026-03-16,/reflecting-on-2-years-of-blogging/,src/content/posts/reflecting-on-2-years-of-blogging/index.md,community|anniversary|title-drift,Reflecting on Two Years of Blogging: My Journey in the SFCC Ecosystem,Two Years of Blogging in the SFCC Ecosystem,0.969,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Reflecting on Two Years of Blogging: My Journey in the SFCC Ecosystem; Local H1: Two Years of Blogging in the SFCC Ecosystem; text_similarity=0.969; code_similarity=1.
RHI-RERUN-080,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-22-10/,src/content/posts/salesforce-b2c-commerce-cloud-22-10/index.md,release-notes|api-config|inline-code,Salesforce B2C Commerce Cloud 22.10,Salesforce B2C Commerce Cloud 22.10,0.852,0.958,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://admin.us01.dx.commercecloud.salesforce.com/> | https://admin.dx.commercecloud.salesforce.com/>
RHI-RERUN-081,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-22-8/,src/content/posts/salesforce-b2c-commerce-cloud-22-8/index.md,release-notes|xml-snippets,Salesforce B2C Commerce Cloud 22.8,Salesforce B2C Commerce Cloud 22.8,0.872,0.871,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.872
RHI-RERUN-082,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-22-9-release/,src/content/posts/salesforce-b2c-commerce-cloud-22-9-release/index.md,release-notes|cartridge-updates|identifier-token,Salesforce B2C Commerce Cloud 22.9 release,Salesforce B2C Commerce Cloud 22.9 release,0.921,0.875,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.921; heading_similarity=0.875; code_similarity=1; raw_url_diff=0.
RHI-RERUN-083,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-23-1/,src/content/posts/salesforce-b2c-commerce-cloud-23-1/index.md,release-notes|code-light,Salesforce B2C Commerce Cloud 23.1,Salesforce B2C Commerce Cloud 23.1,0.965,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.965; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-084,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/,src/content/posts/salesforce-b2c-commerce-cloud-23-10-release-a-comprehensive-overview/index.md,release-notes|title-drift|headless,Salesforce B2C Commerce Cloud 23.10 Release: A Comprehensive Overview,SFCC 23.10 Release Overview,0.949,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Salesforce B2C Commerce Cloud 23.10 Release: A Comprehensive Overview; Local H1: SFCC 23.10 Release Overview; text_similarity=0.949; code_similarity=1.
RHI-RERUN-085,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-23-2/,src/content/posts/salesforce-b2c-commerce-cloud-23-2/index.md,release-notes|code-light,Salesforce B2C Commerce Cloud 23.2,Salesforce B2C Commerce Cloud 23.2,0.912,0.893,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://www.rhino-inquisitor.com/wp-content/uploads/2023/01/RD-overview.mov
RHI-RERUN-086,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-23-3-release/,src/content/posts/salesforce-b2c-commerce-cloud-23-3-release/index.md,release-notes|plugin-names|identifier-examples,The Salesforce B2C Commerce Cloud 23.3 release explained,The Salesforce B2C Commerce Cloud 23.3 release explained,0.925,0.920,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.925; heading_similarity=0.92; code_similarity=1; raw_url_diff=0.
RHI-RERUN-087,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-catalog-erd/,src/content/posts/salesforce-b2c-commerce-cloud-catalog-erd/index.md,erd|body-parity,Salesforce B2C Commerce Cloud Product And Catalog ERD,Salesforce B2C Commerce Cloud Product And Catalog ERD,0.844,0.333,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.844; heading drift 0.333
RHI-RERUN-088,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-content-erd/,src/content/posts/salesforce-b2c-commerce-cloud-content-erd/index.md,erd|body-parity,Salesforce B2C Commerce Cloud Content ERD,Salesforce B2C Commerce Cloud Content ERD,0.906,0.429,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.429
RHI-RERUN-089,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-customer-erd/,src/content/posts/salesforce-b2c-commerce-cloud-customer-erd/index.md,erd|body-parity,Salesforce B2C Commerce Cloud Customer ERD,Salesforce B2C Commerce Cloud Customer ERD,0.946,0.556,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.556
RHI-RERUN-090,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-documentation/,src/content/posts/salesforce-b2c-commerce-cloud-documentation/index.md,longform|table-heavy,Salesforce B2C Commerce Cloud Documentation,Salesforce B2C Commerce Cloud Documentation,0.867,1.000,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://help.salesforce.com/s/articleView?id=sf.b2c_rn_release_notes.htm&type=5 | https://developer.salesforce.com/docs/commerce/b2c-commerce/overview | https://developer.salesforce.com/docs/commerce/b2c-commerce/guide/api-doc.html
RHI-RERUN-091,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-governance-and-quotas/,src/content/posts/salesforce-b2c-commerce-cloud-governance-and-quotas/index.md,code-heavy|quota-guidance,Salesforce B2C Commerce Cloud Governance and Quotas,Salesforce B2C Commerce Cloud Governance and Quotas,0.918,0.704,1.000,regressed,automated,pass,none,structure-only-drift,Only heading-set differences were detected; no code drift or reader-visible raw-URL drift was found.,No immediate action required unless heading structure must match live exactly.,heading drift 0.704
RHI-RERUN-092,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-november-2022-updates/,src/content/posts/salesforce-b2c-commerce-cloud-november-2022-updates/index.md,release-notes|code-light,Salesforce B2C Commerce Cloud November 2022 Updates,Salesforce B2C Commerce Cloud November 2022 Updates,0.880,0.833,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.880
RHI-RERUN-093,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-october-updates/,src/content/posts/salesforce-b2c-commerce-cloud-october-updates/index.md,release-notes|trusted-agent|identifier-examples,Salesforce B2C Commerce Cloud October Updates,Salesforce B2C Commerce Cloud October Updates,0.963,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.963; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-094,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-cloud-the-22-7-release/,src/content/posts/salesforce-b2c-commerce-cloud-the-22-7-release/index.md,release-notes|content-insertions,Salesforce B2C Commerce Cloud: The 22.7 Release,Salesforce B2C Commerce Cloud: The 22.7 Release,0.873,1.000,1.000,regressed,deterministic,needs-review,medium,presentation-raw-url-drift,The local article exposes visible raw URLs that are not visible in the live article body.,Replace bare visible URLs with linked prose or confirm that the local exposure is intentional.,local-only visible URLs: https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Object/values
RHI-RERUN-095,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-the-22-5-release/,src/content/posts/salesforce-b2c-commerce-the-22-5-release/index.md,release-notes|content-insertions,Salesforce B2C Commerce: The 22.5 Release,Salesforce B2C Commerce: The 22.5 Release,0.878,1.000,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.878
RHI-RERUN-096,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-b2c-commerce-the-22-6-release/,src/content/posts/salesforce-b2c-commerce-the-22-6-release/index.md,release-notes|body-parity,Salesforce B2C Commerce: The 22.6 Release,Salesforce B2C Commerce: The 22.6 Release,0.923,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.923; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-097,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-commerce-cloud-products/,src/content/posts/salesforce-commerce-cloud-products/index.md,product-overview|body-parity,9 Salesforce Commerce Cloud Products,9 Salesforce Commerce Cloud Products,0.937,1.000,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.937; heading_similarity=1; code_similarity=1; raw_url_diff=0.
RHI-RERUN-098,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-connections-2024-and-sfcc/,src/content/posts/salesforce-connections-2024-and-sfcc/index.md,community|events|body-parity,Salesforce Connections 2024 and B2C Commerce Cloud,Salesforce Connections 2024 and B2C Commerce Cloud,0.996,0.810,1.000,unchanged,automated,pass,none,no-material-drift,No material reader-facing drift was detected in the rerun.,No action required.,text_similarity=0.996; heading_similarity=0.81; code_similarity=1; raw_url_diff=0.
RHI-RERUN-099,phase-8-rerun-2026-03-16,2026-03-16,/salesforce-payments-experience-explained/,src/content/posts/salesforce-payments-experience-explained/index.md,code-light|payments|inline-media,Salesforce (Commerce) Payments: Payment Integration Simplified,Salesforce Payments Explained,0.971,0.600,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Salesforce (Commerce) Payments: Payment Integration Simplified; Local H1: Salesforce Payments Explained; additional signals: heading drift 0.600.
RHI-RERUN-100,phase-8-rerun-2026-03-16,2026-03-16,/secure-coding-in-salesforce-b2c-commerce-cloud/,src/content/posts/secure-coding-in-salesforce-b2c-commerce-cloud/index.md,code-heavy|security-guidance,Secure Coding in Salesforce B2C Commerce Cloud,Secure Coding in Salesforce B2C Commerce Cloud,0.883,1.000,1.000,regressed,automated-flag,needs-review,medium,body-text-review,The overall body text similarity dropped enough to warrant a manual content review.,Review the rendered body paragraphs and callouts against live to confirm whether the drift is acceptable.,moderate text similarity 0.883
RHI-RERUN-101,phase-8-rerun-2026-03-16,2026-03-16,/sending-emails-from-sfcc/,src/content/posts/sending-emails-from-sfcc/index.md,code-heavy|email,Sending Emails from Salesforce B2C Commerce Cloud: A Comprehensive Guide,Sending Emails from SFCC,0.933,0.360,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,The strongest remaining difference is the local H1 rewrite.,Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Sending Emails from Salesforce B2C Commerce Cloud: A Comprehensive Guide; Local H1: Sending Emails from SFCC; additional signals: heading drift 0.360.
RHI-RERUN-102,phase-8-rerun-2026-03-16,2026-03-16,/server-side-performance-in-sfcc/,src/content/posts/server-side-performance-in-sfcc/index.md,code-light|performance|inline-isml,Troubleshooting Server-Side Performance in Salesforce B2C Commerce Cloud,Server-Side Performance Troubleshooting in SFCC,0.903,1.000,1.000,regressed,deterministic,needs-review,medium,title-h1-drift,"The body is stable, but the local H1 differs materially from the live article title.",Decide whether to keep the rewritten local H1 or align it to the live article headline.,Live H1: Troubleshooting Server-Side Performance in Salesforce B2C Commerce Cloud; Local H1: Server-Side Performance Troubleshooting in SFCC; text_similarity=0.903; code_similarity=1.
